p,q,midpoint,mid_mod37,mid_dr,chi_p,chi_q,chi_mid
201827,201829,201828,30,3,-1,1,0
202061,202063,202062,5,3,-1,1,0
202127,202129,202128,34,6,-1,1,0
202289,202291,202290,11,6,-1,1,0
202637,202639,202638,26,3,-1,1,0
202751,202753,202752,29,9,-1,1,0
202877,202879,202878,7,9,-1,1,0
202931,202933,202932,24,9,-1,1,0
203207,203209,203208,4,6,-1,1,0
203309,203311,203310,32,9,-1,1,0
203321,203323,203322,7,3,-1,1,0
203339,203341,203340,25,3,-1,1,0
203351,203353,203352,0,6,-1,1,0
203381,203383,203382,30,9,-1,1,0
203417,203419,203418,29,9,-1,1,0
203429,203431,203430,4,3,-1,1,0
203459,203461,203460,34,6,-1,1,0
203657,203659,203658,10,6,-1,1,0
203771,203773,203772,13,3,-1,1,0
203807,203809,203808,12,3,-1,1,0
203909,203911,203910,3,6,-1,1,0
203969,203971,203970,26,3,-1,1,0
204161,204163,204162,33,6,-1,1,0
204299,204301,204300,23,9,-1,1,0
204329,204331,204330,16,3,-1,1,0
204359,204361,204360,9,6,-1,1,0
204437,204439,204438,13,3,-1,1,0
204509,204511,204510,11,3,-1,1,0
204599,204601,204600,27,3,-1,1,0
204749,204751,204750,29,9,-1,1,0
204791,204793,204792,34,6,-1,1,0
204857,204859,204858,26,9,-1,1,0
205031,205033,205032,15,3,-1,1,0
205211,205213,205212,10,3,-1,1,0
205397,205399,205398,11,9,-1,1,0
205421,205423,205422,35,6,-1,1,0
205661,205663,205662,16,3,-1,1,0
205949,205951,205950,8,3,-1,1,0
205991,205993,205992,13,9,-1,1,0
206081,206083,206082,29,9,-1,1,0
206177,206179,206178,14,6,-1,1,0
206249,206251,206250,12,6,-1,1,0
206279,206281,206280,5,9,-1,1,0
206411,206413,206412,26,6,-1,1,0
206639,206641,206640,32,9,-1,1,0
206819,206821,206820,27,9,-1,1,0
206909,206911,206910,6,9,-1,1,0
206951,206953,206952,11,6,-1,1,0
207197,207199,207198,35,9,-1,1,0
207239,207241,207240,3,6,-1,1,0
207329,207331,207330,19,6,-1,1,0
207341,207343,207342,31,9,-1,1,0
207479,207481,207480,21,3,-1,1,0
207509,207511,207510,14,6,-1,1,0
207521,207523,207522,26,9,-1,1,0
207671,207673,207672,28,6,-1,1,0
207719,207721,207720,2,9,-1,1,0
207797,207799,207798,6,6,-1,1,0
207971,207973,207972,32,9,-1,1,0
208001,208003,208002,25,3,-1,1,0
208139,208141,208140,15,6,-1,1,0
208277,208279,208278,5,9,-1,1,0
208391,208393,208392,8,6,-1,1,0
208457,208459,208458,0,9,-1,1,0
208499,208501,208500,5,6,-1,1,0
208511,208513,208512,17,9,-1,1,0
208589,208591,208590,21,6,-1,1,0
208697,208699,208698,18,6,-1,1,0
208889,208891,208890,25,9,-1,1,0
208931,208933,208932,30,6,-1,1,0
208961,208963,208962,23,9,-1,1,0
208991,208993,208992,16,3,-1,1,0
209201,209203,209202,4,6,-1,1,0
209267,209269,209268,33,9,-1,1,0
209357,209359,209358,12,9,-1,1,0
209567,209569,209568,0,3,-1,1,0
209579,209581,209580,12,6,-1,1,0
209621,209623,209622,17,3,-1,1,0
209717,209719,209718,2,9,-1,1,0
209819,209821,209820,30,3,-1,1,0
209927,209929,209928,27,3,-1,1,0
210191,210193,210192,32,6,-1,1,0
210317,210319,210318,10,6,-1,1,0
210359,210361,210360,15,3,-1,1,0
210401,210403,210402,20,9,-1,1,0
210599,210601,210600,33,9,-1,1,0
210809,210811,210810,21,3,-1,1,0
210911,210913,210912,12,6,-1,1,0
211049,211051,211050,2,9,-1,1,0
211061,211063,211062,14,3,-1,1,0
211151,211153,211152,30,3,-1,1,0
211217,211219,211218,22,6,-1,1,0
211229,211231,211230,34,9,-1,1,0
211499,211501,211500,8,9,-1,1,0
211571,211573,211572,6,9,-1,1,0
211661,211663,211662,22,9,-1,1,0
211691,211693,211692,15,3,-1,1,0
211877,211879,211878,16,9,-1,1,0
211889,211891,211890,28,3,-1,1,0
211931,211933,211932,33,9,-1,1,0
212207,212209,212208,13,6,-1,1,0
212669,212671,212670,31,9,-1,1,0
212867,212869,212868,7,9,-1,1,0
213131,213133,213132,12,3,-1,1,0
213287,213289,213288,20,6,-1,1,0
213359,213361,213360,18,6,-1,1,0
213611,213613,213612,11,6,-1,1,0
213947,213949,213948,14,9,-1,1,0
214007,214009,214008,0,6,-1,1,0
214031,214033,214032,24,3,-1,1,0
214211,214213,214212,19,3,-1,1,0
214481,214483,214482,30,3,-1,1,0
214517,214519,214518,29,3,-1,1,0
214559,214561,214560,34,9,-1,1,0
214787,214789,214788,3,3,-1,1,0
215141,215143,215142,24,6,-1,1,0
215351,215353,215352,12,9,-1,1,0
215459,215461,215460,9,9,-1,1,0
215687,215689,215688,15,3,-1,1,0
215981,215983,215982,13,9,-1,1,0
216317,216319,216318,16,3,-1,1,0
216371,216373,216372,33,3,-1,1,0
216551,216553,216552,28,3,-1,1,0
216569,216571,216570,9,3,-1,1,0
216647,216649,216648,13,9,-1,1,0
216779,216781,216780,34,6,-1,1,0
216899,216901,216900,6,9,-1,1,0
216917,216919,216918,24,9,-1,1,0
217001,217003,217002,34,3,-1,1,0
217199,217201,217200,10,3,-1,1,0
217307,217309,217308,7,3,-1,1,0
217337,217339,217338,0,6,-1,1,0
217361,217363,217362,24,3,-1,1,0
217367,217369,217368,30,9,-1,1,0
217409,217411,217410,35,6,-1,1,0
217517,217519,217518,32,6,-1,1,0
217559,217561,217560,0,3,-1,1,0
217577,217579,217578,18,3,-1,1,0
217907,217909,217908,15,9,-1,1,0
217979,217981,217980,13,9,-1,1,0
218081,218083,218082,4,3,-1,1,0
218417,218419,218418,7,6,-1,1,0
218459,218461,218460,12,3,-1,1,0
218549,218551,218550,28,3,-1,1,0
218627,218629,218628,32,9,-1,1,0
218717,218719,218718,11,9,-1,1,0
218969,218971,218970,4,9,-1,1,0
218987,218989,218988,22,9,-1,1,0
219017,219019,219018,15,3,-1,1,0
219311,219313,219312,13,9,-1,1,0
219407,219409,219408,35,6,-1,1,0
219647,219649,219648,16,3,-1,1,0
219677,219679,219678,9,6,-1,1,0
219761,219763,219762,19,9,-1,1,0
219797,219799,219798,18,9,-1,1,0
219941,219943,219942,14,9,-1,1,0
219977,219979,219978,13,9,-1,1,0
220019,220021,220020,18,6,-1,1,0
220469,220471,220470,24,6,-1,1,0
220511,220513,220512,29,3,-1,1,0
220859,220861,220860,7,9,-1,1,0
220877,220879,220878,25,9,-1,1,0
220901,220903,220902,12,6,-1,1,0
220931,220933,220932,5,9,-1,1,0
221069,221071,221070,32,3,-1,1,0
221171,221173,221172,23,6,-1,1,0
221201,221203,221202,16,9,-1,1,0
221399,221401,221400,29,9,-1,1,0
221411,221413,221412,4,3,-1,1,0
221537,221539,221538,19,3,-1,1,0
221621,221623,221622,29,6,-1,1,0
221657,221659,221658,28,6,-1,1,0
221717,221719,221718,14,3,-1,1,0
221951,221953,221952,26,3,-1,1,0
221987,221989,221988,25,3,-1,1,0
222041,222043,222042,5,3,-1,1,0
222107,222109,222108,34,6,-1,1,0
222149,222151,222150,2,3,-1,1,0
222161,222163,222162,14,6,-1,1,0
222197,222199,222198,13,6,-1,1,0
222347,222349,222348,15,3,-1,1,0
222791,222793,222792,15,6,-1,1,0
222839,222841,222840,26,9,-1,1,0
222977,222979,222978,16,3,-1,1,0
223007,223009,223008,9,6,-1,1,0
223049,223051,223050,14,3,-1,1,0
223061,223063,223062,26,6,-1,1,0
223217,223219,223218,34,9,-1,1,0
223241,223243,223242,21,6,-1,1,0
223337,223339,223338,6,3,-1,1,0
223439,223441,223440,34,6,-1,1,0
223547,223549,223548,31,6,-1,1,0
223679,223681,223680,15,3,-1,1,0
223757,223759,223758,19,9,-1,1,0
223829,223831,223830,17,9,-1,1,0
223841,223843,223842,29,3,-1,1,0
223919,223921,223920,33,9,-1,1,0
224069,224071,224070,35,6,-1,1,0
224129,224131,224130,21,3,-1,1,0
224909,224911,224910,24,9,-1,1,0
225077,225079,225078,7,6,-1,1,0
225161,225163,225162,17,9,-1,1,0
225221,225223,225222,3,6,-1,1,0
225287,225289,225288,32,9,-1,1,0
225341,225343,225342,12,9,-1,1,0
225347,225349,225348,18,6,-1,1,0
225371,225373,225372,5,3,-1,1,0
225527,225529,225528,13,6,-1,1,0
225581,225583,225582,30,6,-1,1,0
225611,225613,225612,23,9,-1,1,0
225749,225751,225750,13,3,-1,1,0
225767,225769,225768,31,3,-1,1,0
225779,225781,225780,6,6,-1,1,0
225941,225943,225942,20,6,-1,1,0
226199,226201,226200,19,3,-1,1,0
226379,226381,226380,14,3,-1,1,0
226451,226453,226452,12,3,-1,1,0
226547,226549,226548,34,9,-1,1,0
226817,226819,226818,8,9,-1,1,0
226901,226903,226902,18,3,-1,1,0
227111,227113,227112,6,6,-1,1,0
227189,227191,227190,10,3,-1,1,0
227231,227233,227232,15,9,-1,1,0
227471,227473,227472,33,6,-1,1,0
227531,227533,227532,19,3,-1,1,0
227567,227569,227568,18,3,-1,1,0
227609,227611,227610,23,9,-1,1,0
227627,227629,227628,4,9,-1,1,0
227651,227653,227652,28,6,-1,1,0
228197,228199,228198,19,3,-1,1,0
228299,228301,228300,10,6,-1,1,0
228419,228421,228420,19,9,-1,1,0
228509,228511,228510,35,9,-1,1,0
228521,228523,228522,10,3,-1,1,0
228617,228619,228618,32,9,-1,1,0
228731,228733,228732,35,6,-1,1,0
228797,228799,228798,27,9,-1,1,0
228881,228883,228882,0,3,-1,1,0
228911,228913,228912,30,6,-1,1,0
228959,228961,228960,4,9,-1,1,0
229247,229249,229248,33,9,-1,1,0
229547,229549,229548,0,3,-1,1,0
229589,229591,229590,5,9,-1,1,0
229637,229639,229638,16,3,-1,1,0
229751,229753,229752,19,9,-1,1,0
229769,229771,229770,0,9,-1,1,0
229847,229849,229848,4,6,-1,1,0
229937,229939,229938,20,6,-1,1,0
229961,229963,229962,7,3,-1,1,0
229979,229981,229980,25,3,-1,1,0
230309,230311,230310,22,9,-1,1,0
230339,230341,230340,15,3,-1,1,0
230387,230389,230388,26,6,-1,1,0
230561,230563,230562,15,9,-1,1,0
230771,230773,230772,3,3,-1,1,0
230861,230863,230862,19,3,-1,1,0
230939,230941,230940,23,9,-1,1,0
230999,231001,231000,9,6,-1,1,0
231017,231019,231018,27,6,-1,1,0
231107,231109,231108,6,6,-1,1,0
231269,231271,231270,20,6,-1,1,0
231347,231349,231348,24,3,-1,1,0
231431,231433,231432,34,6,-1,1,0
231461,231463,231462,27,9,-1,1,0
231479,231481,231480,8,9,-1,1,0
231611,231613,231612,29,6,-1,1,0
231821,231823,231822,17,9,-1,1,0
231839,231841,231840,35,9,-1,1,0
232049,232051,232050,23,3,-1,1,0
232079,232081,232080,16,6,-1,1,0
232187,232189,232188,13,6,-1,1,0
232409,232411,232410,13,3,-1,1,0
232457,232459,232458,24,6,-1,1,0
232709,232711,232710,17,6,-1,1,0
232751,232753,232752,22,3,-1,1,0
232961,232963,232962,10,6,-1,1,0
233069,233071,233070,7,6,-1,1,0
233141,233143,233142,5,6,-1,1,0
233159,233161,233160,23,6,-1,1,0
233327,233329,233328,6,3,-1,1,0
233417,233419,233418,22,3,-1,1,0
233549,233551,233550,6,9,-1,1,0
233687,233689,233688,33,3,-1,1,0
233879,233881,233880,3,6,-1,1,0
233921,233923,233922,8,3,-1,1,0
233939,233941,233940,26,3,-1,1,0
234191,234193,234192,19,3,-1,1,0
234317,234319,234318,34,3,-1,1,0
234341,234343,234342,21,9,-1,1,0
234461,234463,234462,30,3,-1,1,0
234527,234529,234528,22,6,-1,1,0
234539,234541,234540,34,9,-1,1,0
234587,234589,234588,8,3,-1,1,0
234809,234811,234810,8,9,-1,1,0
234959,234961,234960,10,6,-1,1,0
234977,234979,234978,28,6,-1,1,0
235007,235009,235008,21,9,-1,1,0
235241,235243,235242,33,9,-1,1,0
235307,235309,235308,25,3,-1,1,0
235439,235441,235440,9,9,-1,1,0
235661,235663,235662,9,6,-1,1,0
235787,235789,235788,24,6,-1,1,0
235811,235813,235812,11,3,-1,1,0
235889,235891,235890,15,9,-1,1,0
236207,236209,236208,0,3,-1,1,0
236477,236479,236478,11,3,-1,1,0
236699,236701,236700,11,9,-1,1,0
236771,236773,236772,9,9,-1,1,0
236867,236869,236868,31,6,-1,1,0
236879,236881,236880,6,9,-1,1,0
236891,236893,236892,18,3,-1,1,0
236981,236983,236982,34,3,-1,1,0
237071,237073,237072,13,3,-1,1,0
237089,237091,237090,31,3,-1,1,0
237161,237163,237162,29,3,-1,1,0
237689,237691,237690,2,9,-1,1,0
237857,237859,237858,22,6,-1,1,0
237971,237973,237972,25,3,-1,1,0
238037,238039,238038,17,6,-1,1,0
238079,238081,238080,22,3,-1,1,0
238157,238159,238158,26,9,-1,1,0
238361,238363,238362,8,6,-1,1,0
238529,238531,238530,28,3,-1,1,0
238727,238729,238728,4,3,-1,1,0
238877,238879,238878,6,9,-1,1,0
238919,238921,238920,11,6,-1,1,0
239231,239233,239232,27,3,-1,1,0
239387,239389,239388,35,6,-1,1,0
239429,239431,239430,3,3,-1,1,0
239711,239713,239712,26,6,-1,1,0
239849,239851,239850,16,9,-1,1,0
240041,240043,240042,23,3,-1,1,0
240047,240049,240048,29,9,-1,1,0
240257,240259,240258,17,3,-1,1,0
240347,240349,240348,33,3,-1,1,0
240587,240589,240588,14,9,-1,1,0
240881,240883,240882,12,6,-1,1,0
241049,241051,241050,32,3,-1,1,0
241067,241069,241068,13,3,-1,1,0
241259,241261,241260,20,6,-1,1,0
241361,241363,241362,11,9,-1,1,0
241391,241393,241392,4,3,-1,1,0
241511,241513,241512,13,6,-1,1,0
241559,241561,241560,24,9,-1,1,0
241601,241603,241602,29,6,-1,1,0
241781,241783,241782,24,6,-1,1,0
241919,241921,241920,14,9,-1,1,0
241979,241981,241980,0,6,-1,1,0
242057,242059,242058,4,3,-1,1,0
242171,242173,242172,7,9,-1,1,0
242447,242449,242448,24,6,-1,1,0
242519,242521,242520,22,6,-1,1,0
242729,242731,242730,10,9,-1,1,0
243119,243121,243120,30,3,-1,1,0
243401,243403,243402,16,6,-1,1,0
243431,243433,243432,9,9,-1,1,0
243587,243589,243588,17,3,-1,1,0
243671,243673,243672,27,6,-1,1,0
243701,243703,243702,20,9,-1,1,0
243707,243709,243708,26,6,-1,1,0
244157,244159,244158,32,6,-1,1,0
244217,244219,244218,18,3,-1,1,0
244301,244303,244302,28,6,-1,1,0
244379,244381,244380,32,3,-1,1,0
244637,244639,244638,31,9,-1,1,0
244667,244669,244668,24,3,-1,1,0
244841,244843,244842,13,6,-1,1,0
244859,244861,244860,31,6,-1,1,0
245129,245131,245130,5,6,-1,1,0
245171,245173,245172,10,3,-1,1,0
245417,245419,245418,34,6,-1,1,0
245471,245473,245472,14,6,-1,1,0
245519,245521,245520,25,9,-1,1,0
245561,245563,245562,30,6,-1,1,0
245591,245593,245592,23,9,-1,1,0
245627,245629,245628,22,9,-1,1,0
245681,245683,245682,2,9,-1,1,0
245849,245851,245850,22,6,-1,1,0
245897,245899,245898,33,9,-1,1,0
245909,245911,245910,8,3,-1,1,0
245981,245983,245982,6,3,-1,1,0
246119,246121,246120,33,6,-1,1,0
246131,246133,246132,8,9,-1,1,0
246317,246319,246318,9,6,-1,1,0
246509,246511,246510,16,9,-1,1,0
246611,246613,246612,7,3,-1,1,0
246641,246643,246642,0,6,-1,1,0
246707,246709,246708,29,9,-1,1,0
246809,246811,246810,20,3,-1,1,0
246929,246931,246930,29,6,-1,1,0
247067,247069,247068,19,9,-1,1,0
247337,247339,247338,30,9,-1,1,0
247391,247393,247392,10,9,-1,1,0
247529,247531,247530,0,3,-1,1,0
247601,247603,247602,35,3,-1,1,0
247607,247609,247608,4,9,-1,1,0
247649,247651,247650,9,6,-1,1,0
247691,247693,247692,14,3,-1,1,0
247769,247771,247770,18,9,-1,1,0
247811,247813,247812,23,6,-1,1,0
247991,247993,247992,18,6,-1,1,0
247997,247999,247998,24,3,-1,1,0
248117,248119,248118,33,6,-1,1,0
248177,248179,248178,19,3,-1,1,0
248201,248203,248202,6,9,-1,1,0
248291,248293,248292,22,9,-1,1,0
248639,248641,248640,0,6,-1,1,0
248867,248869,248868,6,9,-1,1,0
248891,248893,248892,30,6,-1,1,0
249131,249133,249132,11,3,-1,1,0
249419,249421,249420,3,3,-1,1,0
249437,249439,249438,21,3,-1,1,0
249497,249499,249498,7,9,-1,1,0
249539,249541,249540,12,6,-1,1,0
249857,249859,249858,34,9,-1,1,0
249971,249973,249972,0,6,-1,1,0
250049,250051,250050,4,3,-1,1,0
250499,250501,250500,10,3,-1,1,0
250739,250741,250740,28,9,-1,1,0
250751,250753,250752,3,3,-1,1,0
250949,250951,250950,16,3,-1,1,0
250967,250969,250968,34,3,-1,1,0
251057,251059,251058,13,3,-1,1,0
251177,251179,251178,22,6,-1,1,0
251201,251203,251202,9,3,-1,1,0
251219,251221,251220,27,3,-1,1,0
251231,251233,251232,2,6,-1,1,0
251261,251263,251262,32,9,-1,1,0
251429,251431,251430,15,6,-1,1,0
251609,251611,251610,10,6,-1,1,0
251621,251623,251622,22,9,-1,1,0
251789,251791,251790,5,6,-1,1,0
251831,251833,251832,10,3,-1,1,0
251939,251941,251940,7,3,-1,1,0
251969,251971,251970,0,6,-1,1,0
252827,252829,252828,7,9,-1,1,0
252911,252913,252912,17,3,-1,1,0
253157,253159,253158,4,6,-1,1,0
253367,253369,253368,29,9,-1,1,0
253607,253609,253608,10,6,-1,1,0
253637,253639,253638,3,9,-1,1,0
253679,253681,253680,8,6,-1,1,0
253787,253789,253788,5,6,-1,1,0
253907,253909,253908,14,9,-1,1,0
253949,253951,253950,19,6,-1,1,0
254039,254041,254040,35,6,-1,1,0
254207,254209,254208,18,3,-1,1,0
254279,254281,254280,16,3,-1,1,0
254489,254491,254490,4,6,-1,1,0
254729,254731,254730,22,3,-1,1,0
254831,254833,254832,13,6,-1,1,0
254927,254929,254928,35,3,-1,1,0
255179,255181,255180,28,3,-1,1,0
255191,255193,255192,3,6,-1,1,0
255251,255253,255252,26,3,-1,1,0
255467,255469,255468,20,3,-1,1,0
255587,255589,255588,29,6,-1,1,0
255839,255841,255840,22,6,-1,1,0
255917,255919,255918,26,3,-1,1,0
255971,255973,255972,6,3,-1,1,0
256019,256021,256020,17,6,-1,1,0
256031,256033,256032,29,9,-1,1,0
256187,256189,256188,0,3,-1,1,0
256391,256393,256392,19,9,-1,1,0
256469,256471,256470,23,6,-1,1,0
256577,256579,256578,20,6,-1,1,0
256721,256723,256722,16,6,-1,1,0
256799,256801,256800,20,3,-1,1,0
256901,256903,256902,11,6,-1,1,0
257219,257221,257220,33,9,-1,1,0
257351,257353,257352,17,6,-1,1,0
257399,257401,257400,28,9,-1,1,0
257501,257503,257502,19,3,-1,1,0
257687,257689,257688,20,9,-1,1,0
257711,257713,257712,7,6,-1,1,0
257861,257863,257862,9,3,-1,1,0
257867,257869,257868,15,9,-1,1,0
257987,257989,257988,24,3,-1,1,0
258107,258109,258108,33,6,-1,1,0
258317,258319,258318,21,9,-1,1,0
258329,258331,258330,33,3,-1,1,0
258611,258613,258612,19,6,-1,1,0
258917,258919,258918,29,6,-1,1,0
259121,259123,259122,11,3,-1,1,0
259157,259159,259158,10,3,-1,1,0
259211,259213,259212,27,3,-1,1,0
259379,259381,259380,10,9,-1,1,0
259451,259453,259452,8,9,-1,1,0
259619,259621,259620,28,6,-1,1,0
259781,259783,259782,5,6,-1,1,0
259991,259993,259992,30,9,-1,1,0
260009,260011,260010,11,9,-1,1,0
260189,260191,260190,6,9,-1,1,0
260207,260209,260208,24,9,-1,1,0
260411,260413,260412,6,6,-1,1,0
260417,260419,260418,12,3,-1,1,0
260549,260551,260550,33,9,-1,1,0
260807,260809,260808,32,6,-1,1,0
260861,260863,260862,12,6,-1,1,0
261011,261013,261012,14,3,-1,1,0
261059,261061,261060,25,6,-1,1,0
261167,261169,261168,22,6,-1,1,0
261431,261433,261432,27,9,-1,1,0
261641,261643,261642,15,3,-1,1,0
261971,261973,261972,12,9,-1,1,0
262049,262051,262050,16,6,-1,1,0
262109,262111,262110,2,3,-1,1,0
262151,262153,262152,7,9,-1,1,0
262349,262351,262350,20,9,-1,1,0
262511,262513,262512,34,9,-1,1,0
262541,262543,262542,27,3,-1,1,0
262649,262651,262650,24,3,-1,1,0
262739,262741,262740,3,3,-1,1,0
262781,262783,262782,8,9,-1,1,0
263267,263269,263268,13,9,-1,1,0
263399,263401,263400,34,6,-1,1,0
263489,263491,263490,13,6,-1,1,0
263519,263521,263520,6,9,-1,1,0
263609,263611,263610,22,9,-1,1,0
263759,263761,263760,24,6,-1,1,0
263819,263821,263820,10,3,-1,1,0
263867,263869,263868,21,6,-1,1,0
263909,263911,263910,26,3,-1,1,0
263951,263953,263952,31,9,-1,1,0
264029,264031,264030,35,6,-1,1,0
264137,264139,264138,32,6,-1,1,0
264167,264169,264168,25,9,-1,1,0
264527,264529,264528,15,9,-1,1,0
264599,264601,264600,13,9,-1,1,0
264791,264793,264792,20,3,-1,1,0
264827,264829,264828,19,3,-1,1,0
264959,264961,264960,3,9,-1,1,0
265091,265093,265092,24,6,-1,1,0
265247,265249,265248,32,9,-1,1,0
265271,265273,265272,19,6,-1,1,0
265337,265339,265338,11,9,-1,1,0
265511,265513,265512,0,3,-1,1,0
265541,265543,265542,30,6,-1,1,0
265619,265621,265620,34,3,-1,1,0
265709,265711,265710,13,3,-1,1,0
265871,265873,265872,27,3,-1,1,0
266027,266029,266028,35,6,-1,1,0
266051,266053,266052,22,3,-1,1,0
266081,266083,266082,15,6,-1,1,0
266291,266293,266292,3,9,-1,1,0
266351,266353,266352,26,6,-1,1,0
266447,266449,266448,11,3,-1,1,0
266477,266479,266478,4,6,-1,1,0
266489,266491,266490,16,9,-1,1,0
266681,266683,266682,23,3,-1,1,0
266687,266689,266688,29,9,-1,1,0
266837,266839,266838,31,6,-1,1,0
266897,266899,266898,17,3,-1,1,0
267131,267133,267132,29,3,-1,1,0
267227,267229,267228,14,9,-1,1,0
267299,267301,267300,12,9,-1,1,0
267389,267391,267390,28,9,-1,1,0
267401,267403,267402,3,3,-1,1,0
267431,267433,267432,33,6,-1,1,0
267479,267481,267480,7,9,-1,1,0
267521,267523,267522,12,6,-1,1,0
267611,267613,267612,28,6,-1,1,0
267647,267649,267648,27,6,-1,1,0
267677,267679,267678,20,9,-1,1,0
267719,267721,267720,25,6,-1,1,0
267737,267739,267738,6,6,-1,1,0
267899,267901,267900,20,6,-1,1,0
267959,267961,267960,6,3,-1,1,0
268517,268519,268518,9,3,-1,1,0
268529,268531,268530,21,6,-1,1,0
268757,268759,268758,27,9,-1,1,0
268781,268783,268782,14,6,-1,1,0
268811,268813,268812,7,9,-1,1,0
268817,268819,268818,13,6,-1,1,0
268841,268843,268842,0,3,-1,1,0
268997,268999,268998,8,6,-1,1,0
269039,269041,269040,13,3,-1,1,0
269177,269179,269178,3,6,-1,1,0
269219,269221,269220,8,3,-1,1,0
269387,269389,269388,28,9,-1,1,0
269429,269431,269430,33,6,-1,1,0
270029,270031,270030,4,3,-1,1,0
270071,270073,270072,9,9,-1,1,0
270131,270133,270132,32,6,-1,1,0
270239,270241,270240,29,6,-1,1,0
270269,270271,270270,22,9,-1,1,0
270461,270463,270462,29,3,-1,1,0
270551,270553,270552,8,3,-1,1,0
270761,270763,270762,33,6,-1,1,0
270797,270799,270798,32,6,-1,1,0
271127,271129,271128,29,3,-1,1,0
271277,271279,271278,31,9,-1,1,0
271499,271501,271500,31,6,-1,1,0
271571,271573,271572,29,6,-1,1,0
271637,271639,271638,21,9,-1,1,0
271769,271771,271770,5,6,-1,1,0
271967,271969,271968,18,6,-1,1,0
272009,272011,272010,23,3,-1,1,0
272189,272191,272190,18,3,-1,1,0
272201,272203,272202,30,6,-1,1,0
272267,272269,272268,22,9,-1,1,0
272351,272353,272352,32,3,-1,1,0
272381,272383,272382,25,6,-1,1,0
272537,272539,272538,33,9,-1,1,0
272717,272719,272718,28,9,-1,1,0
272759,272761,272760,33,6,-1,1,0
272807,272809,272808,7,9,-1,1,0
272981,272983,272982,33,3,-1,1,0
272999,273001,273000,14,3,-1,1,0
273059,273061,273060,0,9,-1,1,0
273269,273271,273270,25,3,-1,1,0
273281,273283,273282,0,6,-1,1,0
273311,273313,273312,30,9,-1,1,0
273641,273643,273642,27,6,-1,1,0
273899,273901,273900,26,3,-1,1,0
273941,273943,273942,31,9,-1,1,0
274121,274123,274122,26,9,-1,1,0
274199,274201,274200,30,6,-1,1,0
274451,274453,274452,23,6,-1,1,0
274709,274711,274710,22,3,-1,1,0
274829,274831,274830,31,6,-1,1,0
275129,275131,275130,35,9,-1,1,0
275159,275161,275160,28,3,-1,1,0
275321,275323,275322,5,3,-1,1,0
275447,275449,275448,20,3,-1,1,0
275459,275461,275460,32,6,-1,1,0
275489,275491,275490,25,9,-1,1,0
275579,275581,275580,4,9,-1,1,0
275591,275593,275592,16,3,-1,1,0
275921,275923,275922,13,9,-1,1,0
275939,275941,275940,31,9,-1,1,0
276041,276043,276042,22,3,-1,1,0
276047,276049,276048,28,9,-1,1,0
276371,276373,276372,19,9,-1,1,0
276587,276589,276588,13,9,-1,1,0
276671,276673,276672,23,3,-1,1,0
