p,q,midpoint,mid_mod37,mid_dr,chi_p,chi_q,chi_mid
762899,762901,762900,34,6,-1,1,0
762917,762919,762918,15,6,-1,1,0
763157,763159,763158,33,3,-1,1,0
763619,763621,763620,14,6,-1,1,0
763751,763753,763752,35,3,-1,1,0
764051,764053,764052,2,6,-1,1,0
764249,764251,764250,15,6,-1,1,0
764339,764341,764340,31,6,-1,1,0
764591,764593,764592,24,6,-1,1,0
764627,764629,764628,23,6,-1,1,0
764717,764719,764718,2,6,-1,1,0
764837,764839,764838,11,9,-1,1,0
764891,764893,764892,28,9,-1,1,0
764969,764971,764970,32,6,-1,1,0
765041,765043,765042,30,6,-1,1,0
765137,765139,765138,15,3,-1,1,0
765209,765211,765210,13,3,-1,1,0
765227,765229,765228,31,3,-1,1,0
765437,765439,765438,19,6,-1,1,0
765857,765859,765858,32,3,-1,1,0
766109,766111,766110,25,3,-1,1,0
766229,766231,766230,34,6,-1,1,0
766541,766543,766542,13,3,-1,1,0
766637,766639,766638,35,9,-1,1,0
766811,766813,766812,24,3,-1,1,0
766937,766939,766938,2,3,-1,1,0
767321,767323,767322,16,9,-1,1,0
767357,767359,767358,15,9,-1,1,0
767537,767539,767538,10,9,-1,1,0
767549,767551,767550,22,3,-1,1,0
767747,767749,767748,35,3,-1,1,0
767759,767761,767760,10,6,-1,1,0
767867,767869,767868,7,6,-1,1,0
768167,768169,768168,11,9,-1,1,0
768191,768193,768192,35,6,-1,1,0
768197,768199,768198,4,3,-1,1,0
768371,768373,768372,30,6,-1,1,0
768629,768631,768630,29,3,-1,1,0
768641,768643,768642,4,6,-1,1,0
768851,768853,768852,29,9,-1,1,0
769259,769261,769260,30,3,-1,1,0
769421,769423,769422,7,3,-1,1,0
769541,769543,769542,16,6,-1,1,0
769577,769579,769578,15,6,-1,1,0
769589,769591,769590,27,9,-1,1,0
769661,769663,769662,25,9,-1,1,0
769961,769963,769962,29,3,-1,1,0
769997,769999,769998,28,3,-1,1,0
770039,770041,770040,33,9,-1,1,0
770057,770059,770058,14,9,-1,1,0
770111,770113,770112,31,9,-1,1,0
770177,770179,770178,23,3,-1,1,0
770309,770311,770310,7,9,-1,1,0
770447,770449,770448,34,3,-1,1,0
770639,770641,770640,4,6,-1,1,0
770837,770839,770838,17,6,-1,1,0
770927,770929,770928,33,6,-1,1,0
771011,771013,771012,6,9,-1,1,0
771047,771049,771048,5,9,-1,1,0
771179,771181,771180,26,6,-1,1,0
771299,771301,771300,35,9,-1,1,0
771401,771403,771402,26,3,-1,1,0
771437,771439,771438,25,3,-1,1,0
771887,771889,771888,31,3,-1,1,0
771971,771973,771972,4,6,-1,1,0
772001,772003,772002,34,9,-1,1,0
772229,772231,772230,3,3,-1,1,0
772379,772381,772380,5,9,-1,1,0
772391,772393,772392,17,3,-1,1,0
772439,772441,772440,28,6,-1,1,0
772571,772573,772572,12,3,-1,1,0
772661,772663,772662,28,3,-1,1,0
772907,772909,772908,15,6,-1,1,0
773021,773023,773022,18,3,-1,1,0
773027,773029,773028,24,9,-1,1,0
773081,773083,773082,4,9,-1,1,0
773207,773209,773208,19,9,-1,1,0
773249,773251,773250,24,6,-1,1,0
773567,773569,773568,9,9,-1,1,0
773609,773611,773610,14,6,-1,1,0
773657,773659,773658,25,9,-1,1,0
773681,773683,773682,12,6,-1,1,0
773777,773779,773778,34,3,-1,1,0
773867,773869,773868,13,3,-1,1,0
773951,773953,773952,23,6,-1,1,0
773987,773989,773988,22,6,-1,1,0
773999,774001,774000,34,9,-1,1,0
774071,774073,774072,32,9,-1,1,0
774131,774133,774132,18,6,-1,1,0
774797,774799,774798,18,6,-1,1,0
774929,774931,774930,2,3,-1,1,0
775361,775363,775362,27,3,-1,1,0
775601,775603,775602,8,9,-1,1,0
775739,775741,775740,35,3,-1,1,0
775937,775939,775938,11,3,-1,1,0
776057,776059,776058,20,6,-1,1,0
776117,776119,776118,6,3,-1,1,0
776177,776179,776178,29,9,-1,1,0
776219,776221,776220,34,6,-1,1,0
776561,776563,776562,6,6,-1,1,0
777011,777013,777012,12,6,-1,1,0
777167,777169,777168,20,9,-1,1,0
777389,777391,777390,20,6,-1,1,0
777419,777421,777420,13,9,-1,1,0
777431,777433,777432,25,3,-1,1,0
777617,777619,777618,26,9,-1,1,0
777641,777643,777642,13,6,-1,1,0
777857,777859,777858,7,6,-1,1,0
777977,777979,777978,16,9,-1,1,0
778049,778051,778050,14,9,-1,1,0
778079,778081,778080,7,3,-1,1,0
778109,778111,778110,0,6,-1,1,0
778121,778123,778122,12,9,-1,1,0
778361,778363,778362,30,6,-1,1,0
778511,778513,778512,32,3,-1,1,0
778697,778699,778698,33,9,-1,1,0
778871,778873,778872,22,3,-1,1,0
779327,779329,779328,34,9,-1,1,0
779351,779353,779352,21,6,-1,1,0
779561,779563,779562,9,9,-1,1,0
779591,779593,779592,2,3,-1,1,0
779657,779659,779658,31,6,-1,1,0
779747,779749,779748,10,6,-1,1,0
779981,779983,779982,22,6,-1,1,0
780047,780049,780048,14,9,-1,1,0
780191,780193,780192,10,9,-1,1,0
780719,780721,780720,20,6,-1,1,0
780851,780853,780852,4,3,-1,1,0
780887,780889,780888,3,3,-1,1,0
780971,780973,780972,13,6,-1,1,0
781127,781129,781128,21,9,-1,1,0
781307,781309,781308,16,9,-1,1,0
781367,781369,781368,2,6,-1,1,0
781397,781399,781398,32,9,-1,1,0
781481,781483,781482,5,3,-1,1,0
781511,781513,781512,35,6,-1,1,0
781631,781633,781632,7,9,-1,1,0
781799,781801,781800,27,6,-1,1,0
781817,781819,781818,8,6,-1,1,0
781967,781969,781968,10,3,-1,1,0
781997,781999,781998,3,6,-1,1,0
782009,782011,782010,15,9,-1,1,0
782147,782149,782148,5,3,-1,1,0
782189,782191,782190,10,9,-1,1,0
782387,782389,782388,23,9,-1,1,0
782669,782671,782670,9,3,-1,1,0
782687,782689,782688,27,3,-1,1,0
782981,782983,782982,25,9,-1,1,0
783119,783121,783120,15,3,-1,1,0
783149,783151,783150,8,6,-1,1,0
783191,783193,783192,13,3,-1,1,0
783257,783259,783258,5,6,-1,1,0
783359,783361,783360,33,9,-1,1,0
783527,783529,783528,16,6,-1,1,0
783569,783571,783570,21,3,-1,1,0
783689,783691,783690,30,6,-1,1,0
783701,783703,783702,5,9,-1,1,0
783719,783721,783720,23,9,-1,1,0
783779,783781,783780,9,6,-1,1,0
783791,783793,783792,21,9,-1,1,0
784181,784183,784182,4,3,-1,1,0
784211,784213,784212,34,6,-1,1,0
784307,784309,784308,19,3,-1,1,0
784349,784351,784350,24,9,-1,1,0
784409,784411,784410,10,6,-1,1,0
784541,784543,784542,31,3,-1,1,0
785219,785221,785220,6,6,-1,1,0
785459,785461,785460,24,3,-1,1,0
785501,785503,785502,29,9,-1,1,0
785777,785779,785778,9,6,-1,1,0
785801,785803,785802,33,3,-1,1,0
785921,785923,785922,5,6,-1,1,0
786059,786061,786060,32,9,-1,1,0
786431,786433,786432,34,3,-1,1,0
786551,786553,786552,6,6,-1,1,0
786587,786589,786588,5,6,-1,1,0
786659,786661,786660,3,6,-1,1,0
786701,786703,786702,8,3,-1,1,0
786887,786889,786888,9,9,-1,1,0
787067,787069,787068,4,9,-1,1,0
787331,787333,787332,9,3,-1,1,0
787427,787429,787428,31,9,-1,1,0
787517,787519,787518,10,9,-1,1,0
787769,787771,787770,3,9,-1,1,0
788087,788089,788088,25,3,-1,1,0
788351,788353,788352,30,6,-1,1,0
788561,788563,788562,18,9,-1,1,0
788867,788869,788868,28,9,-1,1,0
788999,789001,789000,12,6,-1,1,0
789029,789031,789030,5,9,-1,1,0
789389,789391,789390,32,9,-1,1,0
789491,789493,789492,23,3,-1,1,0
789587,789589,789588,8,9,-1,1,0
789671,789673,789672,18,3,-1,1,0
789959,789961,789960,10,3,-1,1,0
789977,789979,789978,28,3,-1,1,0
790169,790171,790170,35,6,-1,1,0
790199,790201,790200,28,9,-1,1,0
790289,790291,790290,7,9,-1,1,0
790331,790333,790332,12,6,-1,1,0
790649,790651,790650,34,9,-1,1,0
790817,790819,790818,17,6,-1,1,0
790967,790969,790968,19,3,-1,1,0
791309,791311,791310,28,3,-1,1,0
791561,791563,791562,21,3,-1,1,0
791627,791629,791628,13,6,-1,1,0
791801,791803,791802,2,9,-1,1,0
791849,791851,791850,13,3,-1,1,0
791897,791899,791898,24,6,-1,1,0
791927,791929,791928,17,9,-1,1,0
791969,791971,791970,22,6,-1,1,0
792107,792109,792108,12,9,-1,1,0
792227,792229,792228,21,3,-1,1,0
792299,792301,792300,19,3,-1,1,0
792479,792481,792480,14,3,-1,1,0
792551,792553,792552,12,3,-1,1,0
792641,792643,792642,28,3,-1,1,0
792689,792691,792690,2,6,-1,1,0
792989,792991,792990,6,9,-1,1,0
793187,793189,793188,19,9,-1,1,0
793487,793489,793488,23,3,-1,1,0
793517,793519,793518,16,6,-1,1,0
793787,793789,793788,27,6,-1,1,0
793841,793843,793842,7,6,-1,1,0
793979,793981,793980,34,9,-1,1,0
794009,794011,794010,27,3,-1,1,0
794039,794041,794040,20,6,-1,1,0
794111,794113,794112,18,6,-1,1,0
794201,794203,794202,34,6,-1,1,0
794471,794473,794472,8,6,-1,1,0
794657,794659,794658,9,3,-1,1,0
794741,794743,794742,19,6,-1,1,0
794879,794881,794880,9,9,-1,1,0
794921,794923,794922,14,6,-1,1,0
794999,795001,795000,18,3,-1,1,0
795077,795079,795078,22,9,-1,1,0
795101,795103,795102,9,6,-1,1,0
795251,795253,795252,11,3,-1,1,0
795647,795649,795648,0,3,-1,1,0
795659,795661,795660,12,6,-1,1,0
795761,795763,795762,3,9,-1,1,0
795791,795793,795792,33,3,-1,1,0
795797,795799,795798,2,9,-1,1,0
795827,795829,795828,32,3,-1,1,0
795941,795943,795942,35,9,-1,1,0
796139,796141,796140,11,9,-1,1,0
796337,796339,796338,24,9,-1,1,0
796361,796363,796362,11,6,-1,1,0
796709,796711,796710,26,3,-1,1,0
796799,796801,796800,5,3,-1,1,0
796847,796849,796848,16,6,-1,1,0
796931,796933,796932,26,9,-1,1,0
796967,796969,796968,25,9,-1,1,0
797051,797053,797052,35,3,-1,1,0
797309,797311,797310,34,9,-1,1,0
797507,797509,797508,10,9,-1,1,0
797549,797551,797550,15,6,-1,1,0
797567,797569,797568,33,6,-1,1,0
797579,797581,797580,8,9,-1,1,0
797591,797593,797592,20,3,-1,1,0
798197,798199,798198,34,6,-1,1,0
798221,798223,798222,21,3,-1,1,0
798647,798649,798648,3,6,-1,1,0
799061,799063,799062,10,6,-1,1,0
799091,799093,799092,3,9,-1,1,0
799217,799219,799218,18,9,-1,1,0
799301,799303,799302,28,3,-1,1,0
799361,799363,799362,14,9,-1,1,0
799481,799483,799482,23,3,-1,1,0
799619,799621,799620,13,6,-1,1,0
799739,799741,799740,22,9,-1,1,0
799991,799993,799992,15,9,-1,1,0
800117,800119,800118,30,9,-1,1,0
800159,800161,800160,35,6,-1,1,0
800417,800419,800418,34,3,-1,1,0
800519,800521,800520,25,6,-1,1,0
800537,800539,800538,6,6,-1,1,0
800621,800623,800622,16,9,-1,1,0
800729,800731,800730,13,9,-1,1,0
800741,800743,800742,25,3,-1,1,0
800999,801001,801000,24,9,-1,1,0
801077,801079,801078,28,6,-1,1,0
801419,801421,801420,0,6,-1,1,0
801569,801571,801570,2,3,-1,1,0
801707,801709,801708,29,6,-1,1,0
801809,801811,801810,20,9,-1,1,0
801947,801949,801948,10,3,-1,1,0
802127,802129,802128,5,3,-1,1,0
802181,802183,802182,22,3,-1,1,0
802649,802651,802650,9,3,-1,1,0
802829,802831,802830,4,3,-1,1,0
803057,803059,803058,10,6,-1,1,0
803441,803443,803442,24,3,-1,1,0
803447,803449,803448,30,9,-1,1,0
803609,803611,803610,7,9,-1,1,0
803729,803731,803730,16,3,-1,1,0
803987,803989,803988,15,9,-1,1,0
804281,804283,804282,13,6,-1,1,0
804521,804523,804522,31,3,-1,1,0
804611,804613,804612,10,3,-1,1,0
804941,804943,804942,7,9,-1,1,0
805031,805033,805032,23,9,-1,1,0
805097,805099,805098,15,3,-1,1,0
805109,805111,805110,27,6,-1,1,0
805331,805333,805332,27,3,-1,1,0
805499,805501,805500,10,9,-1,1,0
806009,806011,806010,2,6,-1,1,0
806261,806263,806262,32,6,-1,1,0
806369,806371,806370,29,6,-1,1,0
806381,806383,806382,4,9,-1,1,0
806579,806581,806580,17,9,-1,1,0
806789,806791,806790,5,3,-1,1,0
807407,807409,807408,31,9,-1,1,0
807491,807493,807492,4,3,-1,1,0
807509,807511,807510,22,3,-1,1,0
807731,807733,807732,22,9,-1,1,0
807869,807871,807870,12,3,-1,1,0
807941,807943,807942,10,3,-1,1,0
808019,808021,808020,14,9,-1,1,0
808307,808309,808308,6,9,-1,1,0
808349,808351,808350,11,6,-1,1,0
808361,808363,808362,23,9,-1,1,0
808439,808441,808440,27,6,-1,1,0
808601,808603,808602,4,6,-1,1,0
808679,808681,808680,8,3,-1,1,0
808991,808993,808992,24,9,-1,1,0
809141,809143,809142,26,6,-1,1,0
809201,809203,809202,12,3,-1,1,0
809357,809359,809358,20,6,-1,1,0
809399,809401,809400,25,3,-1,1,0
809579,809581,809580,20,3,-1,1,0
809747,809749,809748,3,9,-1,1,0
809801,809803,809802,20,9,-1,1,0
809981,809983,809982,15,9,-1,1,0
810149,810151,810150,35,6,-1,1,0
810191,810193,810192,3,3,-1,1,0
810377,810379,810378,4,9,-1,1,0
810389,810391,810390,16,3,-1,1,0
810539,810541,810540,18,9,-1,1,0
810581,810583,810582,23,6,-1,1,0
811037,811039,811038,35,3,-1,1,0
811649,811651,811650,18,3,-1,1,0
811931,811933,811932,4,6,-1,1,0
812297,812299,812298,0,3,-1,1,0
812351,812353,812352,17,3,-1,1,0
812501,812503,812502,19,9,-1,1,0
812597,812599,812598,4,6,-1,1,0
812639,812641,812640,9,3,-1,1,0
812699,812701,812700,32,9,-1,1,0
812759,812761,812760,18,6,-1,1,0
813089,813091,813090,15,3,-1,1,0
813299,813301,813300,3,6,-1,1,0
814061,814063,814062,25,3,-1,1,0
814067,814069,814068,31,9,-1,1,0
814127,814129,814128,17,6,-1,1,0
814211,814213,814212,27,9,-1,1,0
814241,814243,814242,20,3,-1,1,0
814379,814381,814380,10,6,-1,1,0
814577,814579,814578,23,6,-1,1,0
814601,814603,814602,10,3,-1,1,0
814631,814633,814632,3,6,-1,1,0
814901,814903,814902,14,6,-1,1,0
814937,814939,814938,13,6,-1,1,0
815411,815413,815412,6,3,-1,1,0
815621,815623,815622,31,6,-1,1,0
815669,815671,815670,5,9,-1,1,0
815819,815821,815820,7,6,-1,1,0
816131,816133,816132,23,3,-1,1,0
816161,816163,816162,16,6,-1,1,0
816587,816589,816588,35,9,-1,1,0
816689,816691,816690,26,3,-1,1,0
816839,816841,816840,28,9,-1,1,0
816857,816859,816858,9,9,-1,1,0
816917,816919,816918,32,6,-1,1,0
817049,817051,817050,16,3,-1,1,0
817151,817153,817152,7,6,-1,1,0
817277,817279,817278,22,6,-1,1,0
817319,817321,817320,27,3,-1,1,0
817709,817711,817710,10,6,-1,1,0
817721,817723,817722,22,9,-1,1,0
817889,817891,817890,5,6,-1,1,0
818099,818101,818100,30,9,-1,1,0
818171,818173,818172,28,9,-1,1,0
818339,818341,818340,11,6,-1,1,0
818579,818581,818580,29,3,-1,1,0
818687,818689,818688,26,3,-1,1,0
818819,818821,818820,10,9,-1,1,0
818999,819001,819000,5,9,-1,1,0
819029,819031,819030,35,3,-1,1,0
819239,819241,819240,23,6,-1,1,0
819251,819253,819252,35,9,-1,1,0
819317,819319,819318,27,3,-1,1,0
819389,819391,819390,25,3,-1,1,0
819407,819409,819408,6,3,-1,1,0
819491,819493,819492,16,6,-1,1,0
819617,819619,819618,31,6,-1,1,0
819737,819739,819738,3,9,-1,1,0
819827,819829,819828,19,9,-1,1,0
819911,819913,819912,29,3,-1,1,0
819989,819991,819990,33,9,-1,1,0
820241,820243,820242,26,9,-1,1,0
820271,820273,820272,19,3,-1,1,0
820319,820321,820320,30,6,-1,1,0
820331,820333,820332,5,9,-1,1,0
820409,820411,820410,9,6,-1,1,0
820427,820429,820428,27,6,-1,1,0
820679,820681,820680,20,6,-1,1,0
820907,820909,820908,26,9,-1,1,0
821099,821101,821100,33,3,-1,1,0
821207,821209,821208,30,3,-1,1,0
821459,821461,821460,23,3,-1,1,0
821477,821479,821478,4,3,-1,1,0
821801,821803,821802,32,3,-1,1,0
821939,821941,821940,22,6,-1,1,0
822011,822013,822012,20,6,-1,1,0
822161,822163,822162,22,3,-1,1,0
822167,822169,822168,28,9,-1,1,0
822221,822223,822222,8,9,-1,1,0
822389,822391,822390,28,6,-1,1,0
822431,822433,822432,33,3,-1,1,0
822539,822541,822540,30,3,-1,1,0
822551,822553,822552,5,6,-1,1,0
822587,822589,822588,4,6,-1,1,0
822671,822673,822672,14,9,-1,1,0
822761,822763,822762,30,9,-1,1,0
822791,822793,822792,23,3,-1,1,0
822821,822823,822822,16,6,-1,1,0
822881,822883,822882,2,3,-1,1,0
822971,822973,822972,18,3,-1,1,0
823001,823003,823002,11,6,-1,1,0
823127,823129,823128,26,6,-1,1,0
823241,823243,823242,29,3,-1,1,0
823349,823351,823350,26,3,-1,1,0
823481,823483,823482,10,9,-1,1,0
823619,823621,823620,0,3,-1,1,0
823721,823723,823722,28,6,-1,1,0
823727,823729,823728,34,3,-1,1,0
823787,823789,823788,20,9,-1,1,0
823829,823831,823830,25,6,-1,1,0
823841,823843,823842,0,9,-1,1,0
823967,823969,823968,15,9,-1,1,0
824189,824191,824190,15,6,-1,1,0
824231,824233,824232,20,3,-1,1,0
824399,824401,824400,3,9,-1,1,0
824669,824671,824670,14,9,-1,1,0
824699,824701,824700,7,3,-1,1,0
824777,824779,824778,11,9,-1,1,0
824981,824983,824982,30,6,-1,1,0
825047,825049,825048,22,9,-1,1,0
825107,825109,825108,8,6,-1,1,0
825191,825193,825192,18,9,-1,1,0
825281,825283,825282,34,9,-1,1,0
825551,825553,825552,8,9,-1,1,0
825611,825613,825612,31,6,-1,1,0
825827,825829,825828,25,6,-1,1,0
825959,825961,825960,9,3,-1,1,0
826037,826039,826038,13,9,-1,1,0
826151,826153,826152,16,6,-1,1,0
826169,826171,826170,34,6,-1,1,0
826349,826351,826350,29,6,-1,1,0
826379,826381,826380,22,9,-1,1,0
826391,826393,826392,34,3,-1,1,0
826559,826561,826560,17,9,-1,1,0
826667,826669,826668,14,9,-1,1,0
826697,826699,826698,7,3,-1,1,0
827039,827041,827040,16,3,-1,1,0
827129,827131,827130,32,3,-1,1,0
827537,827539,827538,33,6,-1,1,0
827927,827929,827928,16,9,-1,1,0
827987,827989,827988,2,6,-1,1,0
828011,828013,828012,26,3,-1,1,0
828131,828133,828132,35,6,-1,1,0
828407,828409,828408,15,3,-1,1,0
828701,828703,828702,13,9,-1,1,0
828809,828811,828810,10,9,-1,1,0
828899,828901,828900,26,9,-1,1,0
829121,829123,829122,26,6,-1,1,0
829637,829639,829638,24,9,-1,1,0
829721,829723,829722,34,3,-1,1,0
829727,829729,829728,3,9,-1,1,0
829811,829813,829812,13,3,-1,1,0
829847,829849,829848,12,3,-1,1,0
830309,830311,830310,30,6,-1,1,0
830327,830329,830328,11,6,-1,1,0
830339,830341,830340,23,9,-1,1,0
830411,830413,830412,21,9,-1,1,0
830447,830449,830448,20,9,-1,1,0
830549,830551,830550,11,3,-1,1,0
830741,830743,830742,18,6,-1,1,0
831071,831073,831072,15,3,-1,1,0
831161,831163,831162,31,3,-1,1,0
831371,831373,831372,19,6,-1,1,0
831407,831409,831408,18,6,-1,1,0
831431,831433,831432,5,3,-1,1,0
831539,831541,831540,2,3,-1,1,0
831617,831619,831618,6,9,-1,1,0
831659,831661,831660,11,6,-1,1,0
831707,831709,831708,22,9,-1,1,0
831911,831913,831912,4,6,-1,1,0
832079,832081,832080,24,3,-1,1,0
832121,832123,832122,29,9,-1,1,0
832157,832159,832158,28,9,-1,1,0
832367,832369,832368,16,3,-1,1,0
832631,832633,832632,21,6,-1,1,0
832679,832681,832680,32,9,-1,1,0
833099,833101,833100,8,6,-1,1,0
833177,833179,833178,12,3,-1,1,0
833477,833479,833478,16,6,-1,1,0
833711,833713,833712,28,6,-1,1,0
833717,833719,833718,34,3,-1,1,0
834131,834133,834132,4,3,-1,1,0
834149,834151,834150,22,3,-1,1,0
834257,834259,834258,19,3,-1,1,0
834569,834571,834570,35,9,-1,1,0
834641,834643,834642,33,9,-1,1,0
834809,834811,834810,16,6,-1,1,0
834857,834859,834858,27,9,-1,1,0
834947,834949,834948,6,9,-1,1,0
834959,834961,834960,18,3,-1,1,0
835097,835099,835098,8,6,-1,1,0
835139,835141,835140,13,3,-1,1,0
835319,835321,835320,8,3,-1,1,0
835451,835453,835452,29,9,-1,1,0
835607,835609,835608,0,3,-1,1,0
835661,835663,835662,17,3,-1,1,0
835817,835819,835818,25,6,-1,1,0
836159,836161,836160,34,6,-1,1,0
836189,836191,836190,27,9,-1,1,0
836567,836569,836568,35,9,-1,1,0
836609,836611,836610,3,6,-1,1,0
836699,836701,836700,19,6,-1,1,0
836747,836749,836748,30,9,-1,1,0
836861,836863,836862,33,6,-1,1,0
836879,836881,836880,14,6,-1,1,0
837071,837073,837072,21,9,-1,1,0
837077,837079,837078,27,6,-1,1,0
837377,837379,837378,31,9,-1,1,0
837677,837679,837678,35,3,-1,1,0
837929,837931,837930,28,3,-1,1,0
838037,838039,838038,25,3,-1,1,0
838091,838093,838092,5,3,-1,1,0
838139,838141,838140,16,6,-1,1,0
838169,838171,838170,9,9,-1,1,0
838247,838249,838248,13,6,-1,1,0
838349,838351,838350,4,9,-1,1,0
838391,838393,838392,9,6,-1,1,0
838631,838633,838632,27,3,-1,1,0
838769,838771,838770,17,6,-1,1,0
838949,838951,838950,12,6,-1,1,0
838991,838993,838992,17,3,-1,1,0
839351,839353,839352,7,3,-1,1,0
839471,839473,839472,16,6,-1,1,0
839609,839611,839610,6,9,-1,1,0
839651,839653,839652,11,6,-1,1,0
839897,839899,839898,35,9,-1,1,0
839957,839959,839958,21,6,-1,1,0
840137,840139,840138,16,6,-1,1,0
840179,840181,840180,21,3,-1,1,0
840239,840241,840240,7,9,-1,1,0
840821,840823,840822,34,6,-1,1,0
840839,840841,840840,15,6,-1,1,0
840941,840943,840942,6,9,-1,1,0
840989,840991,840990,17,3,-1,1,0
841019,841021,841020,10,6,-1,1,0
841079,841081,841080,33,3,-1,1,0
841457,841459,841458,4,3,-1,1,0
841661,841663,841662,23,9,-1,1,0
841931,841933,841932,34,9,-1,1,0
842087,842089,842088,5,3,-1,1,0
842111,842113,842112,29,9,-1,1,0
842159,842161,842160,3,3,-1,1,0
842291,842293,842292,24,9,-1,1,0
842321,842323,842322,17,3,-1,1,0
842339,842341,842340,35,3,-1,1,0
842351,842353,842352,10,6,-1,1,0
842417,842419,842418,2,9,-1,1,0
842447,842449,842448,32,3,-1,1,0
842519,842521,842520,30,3,-1,1,0
843179,843181,843180,24,6,-1,1,0
843209,843211,843210,17,9,-1,1,0
843299,843301,843300,33,9,-1,1,0
843377,843379,843378,0,6,-1,1,0
843587,843589,843588,25,9,-1,1,0
843677,843679,843678,4,9,-1,1,0
843779,843781,843780,32,3,-1,1,0
843881,843883,843882,23,6,-1,1,0
844139,844141,844140,22,3,-1,1,0
844199,844201,844200,8,9,-1,1,0
844427,844429,844428,14,3,-1,1,0
844511,844513,844512,24,6,-1,1,0
844601,844603,844602,3,6,-1,1,0
844619,844621,844620,21,6,-1,1,0
844769,844771,844770,23,3,-1,1,0
845489,845491,845490,3,3,-1,1,0
845657,845659,845658,23,9,-1,1,0
845879,845881,845880,23,6,-1,1,0
845981,845983,845982,14,9,-1,1,0
845987,845989,845988,20,6,-1,1,0
846059,846061,846060,18,6,-1,1,0
846341,846343,846342,4,9,-1,1,0
846359,846361,846360,22,9,-1,1,0
846401,846403,846402,27,6,-1,1,0
846749,846751,846750,5,3,-1,1,0
846869,846871,846870,14,6,-1,1,0
846917,846919,846918,25,9,-1,1,0
847277,847279,847278,15,9,-1,1,0
847727,847729,847728,21,9,-1,1,0
847787,847789,847788,7,6,-1,1,0
847967,847969,847968,2,6,-1,1,0
847991,847993,847992,26,3,-1,1,0
848201,848203,848202,14,6,-1,1,0
848591,848593,848592,34,9,-1,1,0
848789,848791,848790,10,9,-1,1,0
848849,848851,848850,33,6,-1,1,0
848921,848923,848922,31,6,-1,1,0
849047,849049,849048,9,6,-1,1,0
849221,849223,849222,35,9,-1,1,0
849347,849349,849348,13,9,-1,1,0
849599,849601,849600,6,9,-1,1,0
849701,849703,849702,34,3,-1,1,0
849731,849733,849732,27,6,-1,1,0
850061,850063,850062,24,3,-1,1,0
850271,850273,850272,12,6,-1,1,0
850301,850303,850302,5,9,-1,1,0
850349,850351,850350,16,3,-1,1,0
851801,851803,851802,25,6,-1,1,0
852011,852013,852012,13,9,-1,1,0
852149,852151,852150,3,3,-1,1,0
852197,852199,852198,14,6,-1,1,0
852287,852289,852288,30,6,-1,1,0
852557,852559,852558,4,6,-1,1,0
852581,852583,852582,28,3,-1,1,0
852671,852673,852672,7,3,-1,1,0
852749,852751,852750,11,9,-1,1,0
852827,852829,852828,15,6,-1,1,0
853031,853033,853032,34,3,-1,1,0
853187,853189,853188,5,6,-1,1,0
853289,853291,853290,33,9,-1,1,0
853427,853429,853428,23,3,-1,1,0
853667,853669,853668,4,9,-1,1,0
853901,853903,853902,16,9,-1,1,0
854039,854041,854040,6,3,-1,1,0
854351,854353,854352,22,9,-1,1,0
854417,854419,854418,14,3,-1,1,0
854459,854461,854460,19,9,-1,1,0
854897,854899,854898,13,6,-1,1,0
854921,854923,854922,0,3,-1,1,0
854927,854929,854928,6,9,-1,1,0
855059,855061,855060,27,6,-1,1,0
855269,855271,855270,15,9,-1,1,0
855719,855721,855720,21,9,-1,1,0
855731,855733,855732,33,3,-1,1,0
855737,855739,855738,2,9,-1,1,0
855887,855889,855888,4,6,-1,1,0
856277,856279,856278,24,9,-1,1,0
856391,856393,856392,27,6,-1,1,0
856547,856549,856548,35,9,-1,1,0
856697,856699,856698,0,6,-1,1,0
856787,856789,856788,16,6,-1,1,0
856811,856813,856812,3,3,-1,1,0
856901,856903,856902,19,3,-1,1,0
857009,857011,857010,16,3,-1,1,0
857027,857029,857028,34,3,-1,1,0
857081,857083,857082,14,3,-1,1,0
857201,857203,857202,23,6,-1,1,0
857567,857569,857568,19,3,-1,1,0
857579,857581,857580,31,6,-1,1,0
857669,857671,857670,10,6,-1,1,0
857711,857713,857712,15,3,-1,1,0
857741,857743,857742,8,6,-1,1,0
857951,857953,857952,33,9,-1,1,0
857957,857959,857958,2,6,-1,1,0
858101,858103,858102,35,6,-1,1,0
858239,858241,858240,25,9,-1,1,0
858707,858709,858708,12,9,-1,1,0
859049,859051,859050,21,9,-1,1,0
859091,859093,859092,26,6,-1,1,0
859277,859279,859278,27,3,-1,1,0
859361,859363,859362,0,6,-1,1,0
859559,859561,859560,13,6,-1,1,0
859601,859603,859602,18,3,-1,1,0
859667,859669,859668,10,6,-1,1,0
859679,859681,859680,22,9,-1,1,0
859799,859801,859800,31,3,-1,1,0
860009,860011,860010,19,6,-1,1,0
860087,860089,860088,23,3,-1,1,0
860309,860311,860310,23,9,-1,1,0
860381,860383,860382,21,9,-1,1,0
860579,860581,860580,34,9,-1,1,0
860789,860791,860790,22,3,-1,1,0
860927,860929,860928,12,6,-1,1,0
860939,860941,860940,24,9,-1,1,0
860969,860971,860970,17,3,-1,1,0
861437,861439,861438,4,3,-1,1,0
861491,861493,861492,21,3,-1,1,0
861701,861703,861702,9,6,-1,1,0
861797,861799,861798,31,3,-1,1,0
861899,861901,861900,22,6,-1,1,0
