p,rev_p,dr_p,dr_revp,product_dr,product_in_col1,diff,diff_dr,p_mod37,revp_mod37,same_mod37,chi_p,col_p
128969,969821,8,8,1,True,840852,9,24,14,False,-1,COL2
128971,179821,1,1,1,True,50850,9,26,1,False,1,COL1
129049,940921,7,7,4,True,811872,9,30,11,False,1,COL1
129089,980921,2,2,4,True,851832,9,33,14,False,-1,COL2
129127,721921,4,4,7,True,592794,9,34,14,False,1,COL1
129193,391921,7,7,4,True,262728,9,26,17,False,1,COL1
129223,322921,1,1,1,True,193698,9,19,22,False,1,COL1
129277,772921,1,1,1,True,643644,9,36,28,False,1,COL1
129281,182921,5,5,7,True,53640,9,3,30,False,-1,COL2
129287,782921,2,2,4,True,653634,9,9,1,False,-1,COL2
129313,313921,1,1,1,True,184608,9,35,13,False,1,COL1
129347,743921,8,8,1,True,614574,9,32,36,False,-1,COL2
129443,344921,5,5,7,True,215478,9,17,7,False,-1,COL2
129457,754921,1,1,1,True,625464,9,31,10,False,1,COL1
129497,794921,5,5,7,True,665424,9,34,13,False,-1,COL2
129529,925921,1,1,1,True,796392,9,29,33,False,1,COL1
129587,785921,5,5,7,True,656334,9,13,4,False,-1,COL2
129589,985921,7,7,4,True,856332,9,15,19,False,1,COL1
129593,395921,2,2,4,True,266328,9,19,21,False,-1,COL2
129607,706921,7,7,4,True,577314,9,33,36,False,1,COL1
129629,926921,2,2,4,True,797292,9,18,34,False,-1,COL2
129641,146921,5,5,7,True,17280,9,30,31,False,-1,COL2
129671,176921,8,8,1,True,47250,9,23,24,False,-1,COL2
129737,737921,2,2,4,True,608184,9,15,30,False,-1,COL2
129793,397921,4,4,7,True,268128,9,34,23,False,1,COL1
129841,148921,7,7,4,True,19080,9,8,33,False,1,COL1
129893,398921,5,5,7,True,269028,9,23,24,False,-1,COL2
129959,959921,8,8,1,True,829962,9,15,30,False,-1,COL2
130043,340031,2,2,4,True,209988,9,25,1,False,-1,COL2
130069,960031,1,1,1,True,829962,9,14,29,False,1,COL1
130079,970031,2,2,4,True,839952,9,24,2,False,-1,COL2
130147,741031,7,7,4,True,610884,9,18,32,False,1,COL1
130199,991031,5,5,7,True,860832,9,33,23,False,-1,COL2
130241,142031,2,2,4,True,11790,9,1,25,False,-1,COL2
130267,762031,1,1,1,True,631764,9,27,16,False,1,COL1
130279,972031,4,4,7,True,841752,9,2,4,False,1,COL1
130349,943031,2,2,4,True,812682,9,35,12,False,-1,COL2
130367,763031,2,2,4,True,632664,9,16,17,False,-1,COL2
130369,963031,4,4,7,True,832662,9,18,32,False,1,COL1
130379,973031,5,5,7,True,842652,9,28,5,False,-1,COL2
130423,324031,4,4,7,True,193608,9,35,22,False,1,COL1
130517,715031,8,8,1,True,584514,9,18,6,False,-1,COL2
130553,355031,8,8,1,True,224478,9,17,16,False,-1,COL2
130619,916031,2,2,4,True,785412,9,9,22,False,-1,COL2
130633,336031,7,7,4,True,205398,9,23,34,False,1,COL1
130649,946031,5,5,7,True,815382,9,2,15,False,-1,COL2
130687,786031,7,7,4,True,655344,9,3,3,True,1,COL1
130693,396031,4,4,7,True,265338,9,9,20,False,1,COL1
130783,387031,4,4,7,True,256248,9,25,11,False,1,COL1
130807,708031,1,1,1,True,577224,9,12,36,False,1,COL1
130843,348031,1,1,1,True,217188,9,11,9,False,1,COL1
130987,789031,1,1,1,True,658044,9,7,6,False,1,COL1
131149,941131,1,1,1,True,809982,9,21,36,False,1,COL1
131171,171131,5,5,7,True,39960,9,6,6,True,-1,COL2
131293,392131,1,1,1,True,260838,9,17,5,False,1,COL1
131297,792131,5,5,7,True,660834,9,21,35,False,-1,COL2
131437,734131,1,1,1,True,602694,9,13,14,False,1,COL1
131477,774131,5,5,7,True,642654,9,16,17,False,-1,COL2
131581,185131,1,1,1,True,53550,9,9,20,False,1,COL1
131591,195131,2,2,4,True,63540,9,19,30,False,-1,COL2
131707,707131,1,1,1,True,575424,9,24,24,True,1,COL1
131731,137131,7,7,4,True,5400,9,11,9,False,1,COL1
131743,347131,1,1,1,True,215388,9,23,34,False,1,COL1
131771,177131,2,2,4,True,45360,9,14,12,False,-1,COL2
131797,797131,1,1,1,True,665334,9,3,3,True,1,COL1
131959,959131,1,1,1,True,827172,9,17,17,True,1,COL1
131969,969131,2,2,4,True,837162,9,27,27,True,-1,COL2
132059,950231,2,2,4,True,818172,9,6,34,False,-1,COL2
132071,170231,5,5,7,True,38160,9,18,31,False,-1,COL2
132241,142231,4,4,7,True,9990,9,3,3,True,1,COL1
132283,382231,1,1,1,True,249948,9,8,21,False,1,COL1
132287,782231,5,5,7,True,649944,9,12,14,False,-1,COL2
132299,992231,8,8,1,True,859932,9,24,2,False,-1,COL2
132523,325231,7,7,4,True,192708,9,26,1,False,1,COL1
132547,745231,4,4,7,True,612684,9,13,14,False,1,COL1
132647,746231,5,5,7,True,613584,9,2,15,False,-1,COL2
132667,766231,7,7,4,True,633564,9,22,35,False,1,COL1
132679,976231,1,1,1,True,843552,9,34,23,False,1,COL1
132739,937231,7,7,4,True,804492,9,20,21,False,1,COL1
132751,157231,1,1,1,True,24480,9,32,18,False,1,COL1
132763,367231,4,4,7,True,234468,9,7,6,False,1,COL1
132833,338231,2,2,4,True,205398,9,3,14,False,-1,COL2
132851,158231,2,2,4,True,25380,9,21,19,False,-1,COL2
132857,758231,8,8,1,True,625374,9,27,27,True,-1,COL2
132863,368231,5,5,7,True,235368,9,33,7,False,-1,COL2
132887,788231,2,2,4,True,655344,9,20,20,True,-1,COL2
132953,359231,5,5,7,True,226278,9,12,35,False,-1,COL2
132967,769231,1,1,1,True,636264,9,26,1,False,1,COL1
132989,989231,5,5,7,True,856242,9,11,36,False,-1,COL2
133033,330331,4,4,7,True,197298,9,18,32,False,1,COL1
133069,960331,4,4,7,True,827262,9,17,33,False,1,COL1
133097,790331,5,5,7,True,657234,9,8,11,False,-1,COL2
133103,301331,2,2,4,True,168228,9,14,3,False,-1,COL2
133213,312331,4,4,7,True,179118,9,13,14,False,1,COL1
133271,172331,8,8,1,True,39060,9,34,22,False,-1,COL2
133283,382331,2,2,4,True,249048,9,9,10,False,-1,COL2
133319,913331,2,2,4,True,780012,9,8,23,False,-1,COL2
133337,733331,2,2,4,True,599994,9,26,28,False,-1,COL2
133379,973331,8,8,1,True,839952,9,31,9,False,-1,COL2
133403,304331,5,5,7,True,170928,9,18,6,False,-1,COL2
133583,385331,5,5,7,True,251748,9,13,13,True,-1,COL2
133649,946331,8,8,1,True,812682,9,5,19,False,-1,COL2
133657,756331,7,7,4,True,622674,9,13,14,False,1,COL1
133691,196331,5,5,7,True,62640,9,10,9,False,-1,COL2
133709,907331,5,5,7,True,773622,9,28,17,False,-1,COL2
133717,717331,4,4,7,True,583614,9,36,12,False,1,COL1
133723,327331,1,1,1,True,193608,9,5,29,False,1,COL1
133853,358331,5,5,7,True,224478,9,24,23,False,-1,COL2
133963,369331,7,7,4,True,235368,9,23,34,False,1,COL1
133999,999331,7,7,4,True,865332,9,22,35,False,1,COL1
134033,330431,5,5,7,True,196398,9,19,21,False,-1,COL2
134053,350431,7,7,4,True,216378,9,2,4,False,1,COL1
134089,980431,7,7,4,True,846342,9,1,5,False,1,COL1
134177,771431,5,5,7,True,637254,9,15,18,False,-1,COL2
134207,702431,8,8,1,True,568224,9,8,23,False,-1,COL2
134227,722431,1,1,1,True,588204,9,28,6,False,1,COL1
134257,752431,4,4,7,True,618174,9,21,36,False,1,COL1
134263,362431,1,1,1,True,228168,9,27,16,False,1,COL1
134269,962431,7,7,4,True,828162,9,33,24,False,1,COL1
134291,192431,2,2,4,True,58140,9,18,31,False,-1,COL2
134359,953431,7,7,4,True,819072,9,12,15,False,1,COL1
134363,363431,2,2,4,True,229068,9,16,17,False,-1,COL2
134371,173431,1,1,1,True,39060,9,24,12,False,1,COL1
134399,993431,2,2,4,True,859032,9,15,18,False,-1,COL2
134437,734431,4,4,7,True,599994,9,16,18,False,1,COL1
134471,174431,2,2,4,True,39960,9,13,13,True,-1,COL2
134587,785431,1,1,1,True,650844,9,18,32,False,1,COL1
134593,395431,7,7,4,True,260838,9,24,12,False,1,COL1
134609,906431,5,5,7,True,771822,9,3,5,False,-1,COL2
134669,966431,2,2,4,True,831762,9,26,28,False,-1,COL2
134683,386431,7,7,4,True,251748,9,3,3,True,1,COL1
134699,996431,5,5,7,True,861732,9,19,21,False,-1,COL2
134707,707431,4,4,7,True,572724,9,27,28,False,1,COL1
134753,357431,5,5,7,True,222678,9,36,11,False,-1,COL2
134777,777431,2,2,4,True,642654,9,23,24,False,-1,COL2
134857,758431,1,1,1,True,623574,9,29,5,False,1,COL1
134867,768431,2,2,4,True,633564,9,2,15,False,-1,COL2
134923,329431,4,4,7,True,194508,9,21,20,False,1,COL1
134947,749431,1,1,1,True,614484,9,8,33,False,1,COL1
134951,159431,5,5,7,True,24480,9,12,35,False,-1,COL2
134999,999431,8,8,1,True,864432,9,23,24,False,-1,COL2
135017,710531,8,8,1,True,575514,9,4,20,False,-1,COL2
135049,940531,4,4,7,True,805482,9,36,28,False,1,COL1
135059,950531,5,5,7,True,815472,9,9,1,False,-1,COL2
135151,151531,7,7,4,True,16380,9,27,16,False,1,COL1
135353,353531,2,2,4,True,218178,9,7,33,False,-1,COL2
135389,983531,2,2,4,True,848142,9,6,34,False,-1,COL2
135409,904531,4,4,7,True,769122,9,26,29,False,1,COL1
135427,724531,4,4,7,True,589104,9,7,34,False,1,COL1
135461,164531,2,2,4,True,29070,9,4,29,False,-1,COL2
135469,964531,1,1,1,True,829062,9,12,15,False,1,COL1
135479,974531,2,2,4,True,839052,9,22,25,False,-1,COL2
135497,794531,2,2,4,True,659034,9,3,30,False,-1,COL2
135581,185531,5,5,7,True,49950,9,13,13,True,-1,COL2
135589,985531,4,4,7,True,849942,9,21,36,False,1,COL1
135599,995531,5,5,7,True,859932,9,31,9,False,-1,COL2
135613,316531,1,1,1,True,180918,9,8,33,False,1,COL1
135617,716531,5,5,7,True,580914,9,12,26,False,-1,COL2
135647,746531,8,8,1,True,610884,9,5,19,False,-1,COL2
135671,176531,5,5,7,True,40860,9,29,4,False,-1,COL2
135697,796531,4,4,7,True,660834,9,18,32,False,1,COL1
135781,187531,7,7,4,True,51750,9,28,15,False,1,COL1
135841,148531,4,4,7,True,12690,9,14,13,False,1,COL1
135887,788531,5,5,7,True,652644,9,23,24,False,-1,COL2
135977,779531,5,5,7,True,643554,9,2,15,False,-1,COL2
136099,990631,1,1,1,True,854532,9,13,30,False,1,COL1
136193,391631,5,5,7,True,255438,9,33,23,False,-1,COL2
136217,712631,2,2,4,True,576414,9,20,11,False,-1,COL2
136223,322631,8,8,1,True,186408,9,26,28,False,-1,COL2
136237,732631,4,4,7,True,596394,9,3,31,False,1,COL1
136277,772631,8,8,1,True,636354,9,6,34,False,-1,COL2
136333,333631,1,1,1,True,197298,9,25,2,False,1,COL1
136343,343631,2,2,4,True,207288,9,35,12,False,-1,COL2
136373,373631,5,5,7,True,237258,9,28,5,False,-1,COL2
136379,973631,2,2,4,True,837252,9,34,13,False,-1,COL2
136403,304631,8,8,1,True,168228,9,21,10,False,-1,COL2
136471,174631,4,4,7,True,38160,9,15,28,False,1,COL1
136481,184631,5,5,7,True,48150,9,25,1,False,-1,COL2
136519,915631,7,7,4,True,779112,9,26,29,False,1,COL1
136523,325631,2,2,4,True,189108,9,30,31,False,-1,COL2
136547,745631,8,8,1,True,609084,9,17,7,False,-1,COL2
136573,375631,7,7,4,True,239058,9,6,7,False,1,COL1
136607,706631,5,5,7,True,570024,9,3,5,False,-1,COL2
136651,156631,4,4,7,True,19980,9,10,10,True,1,COL1
136693,396631,1,1,1,True,259938,9,15,28,False,1,COL1
136861,168631,7,7,4,True,31770,9,35,22,False,1,COL1
136949,949631,5,5,7,True,812682,9,12,26,False,-1,COL2
136951,159631,7,7,4,True,22680,9,14,13,False,1,COL1
136987,789631,7,7,4,True,652644,9,13,14,False,1,COL1
136999,999631,1,1,1,True,862632,9,25,2,False,1,COL1
137089,980731,1,1,1,True,843642,9,4,9,False,1,COL1
137117,711731,2,2,4,True,574614,9,32,36,False,-1,COL2
137153,351731,2,2,4,True,214578,9,31,9,False,-1,COL2
137303,303731,8,8,1,True,166428,9,33,35,False,-1,COL2
137359,953731,1,1,1,True,816372,9,15,19,False,1,COL1
137363,363731,5,5,7,True,226368,9,19,21,False,-1,COL2
137369,963731,2,2,4,True,826362,9,25,29,False,-1,COL2
137519,915731,8,8,1,True,778212,9,27,18,False,-1,COL2
137537,735731,8,8,1,True,598194,9,8,23,False,-1,COL2
137587,785731,4,4,7,True,648144,9,21,36,False,1,COL1
137639,936731,2,2,4,True,799092,9,36,2,False,-1,COL2
137653,356731,7,7,4,True,219078,9,13,14,False,1,COL1
137713,317731,4,4,7,True,180018,9,36,12,False,1,COL1
137743,347731,7,7,4,True,209988,9,29,5,False,1,COL1
137777,777731,5,5,7,True,639954,9,26,28,False,-1,COL2
137827,728731,1,1,1,True,590904,9,2,16,False,1,COL1
137831,138731,5,5,7,True,900,9,6,18,False,-1,COL2
137869,968731,7,7,4,True,830862,9,7,34,False,1,COL1
137909,909731,2,2,4,True,771822,9,10,12,False,-1,COL2
137941,149731,7,7,4,True,11790,9,5,29,False,1,COL1
137993,399731,5,5,7,True,261738,9,20,20,True,-1,COL2
138007,700831,1,1,1,True,562824,9,34,14,False,1,COL1
138041,140831,8,8,1,True,2790,9,31,9,False,-1,COL2
138191,191831,5,5,7,True,53640,9,33,23,False,-1,COL2
138403,304831,1,1,1,True,166428,9,23,25,False,1,COL1
138461,164831,5,5,7,True,26370,9,7,33,False,-1,COL2
138497,794831,5,5,7,True,656334,9,6,34,False,-1,COL2
138581,185831,8,8,1,True,47250,9,16,17,False,-1,COL2
138763,367831,1,1,1,True,229068,9,13,14,False,1,COL1
138869,968831,8,8,1,True,829962,9,8,23,False,-1,COL2
138899,998831,2,2,4,True,859932,9,1,16,False,-1,COL2
138959,959831,8,8,1,True,820872,9,24,14,False,-1,COL2
139109,901931,5,5,7,True,762822,9,26,19,False,-1,COL2
139199,991931,5,5,7,True,852732,9,5,35,False,-1,COL2
139291,192931,7,7,4,True,53640,9,23,13,False,1,COL1
139303,303931,1,1,1,True,164628,9,35,13,False,1,COL1
139313,313931,2,2,4,True,174618,9,8,23,False,-1,COL2
139339,933931,1,1,1,True,794592,9,34,14,False,1,COL1
139387,783931,4,4,7,True,644544,9,8,12,False,1,COL1
139393,393931,1,1,1,True,254538,9,14,29,False,1,COL1
139397,793931,5,5,7,True,654534,9,18,22,False,-1,COL2
139409,904931,8,8,1,True,765522,9,30,22,False,-1,COL2
139423,324931,4,4,7,True,185508,9,7,34,False,1,COL1
139457,754931,2,2,4,True,615474,9,4,20,False,-1,COL2
139493,394931,2,2,4,True,255438,9,3,30,False,-1,COL2
139547,745931,2,2,4,True,606384,9,20,11,False,-1,COL2
139591,195931,1,1,1,True,56340,9,27,16,False,1,COL1
139597,795931,7,7,4,True,656334,9,33,24,False,1,COL1
139609,906931,1,1,1,True,767322,9,8,24,False,1,COL1
139619,916931,2,2,4,True,777312,9,18,34,False,-1,COL2
139661,166931,8,8,1,True,27270,9,23,24,False,-1,COL2
139697,796931,8,8,1,True,657234,9,22,25,False,-1,COL2
139871,178931,2,2,4,True,39060,9,11,36,False,-1,COL2
139883,388931,5,5,7,True,249048,9,23,24,False,-1,COL2
139939,939931,7,7,4,True,799992,9,5,20,False,1,COL1
139943,349931,2,2,4,True,209988,9,9,22,False,-1,COL2
139991,199931,5,5,7,True,59940,9,20,20,True,-1,COL2
139999,999931,4,4,7,True,859932,9,28,6,False,1,COL1
140143,341041,4,4,7,True,200898,9,24,12,False,1,COL1
140237,732041,8,8,1,True,591804,9,7,33,False,-1,COL2
140249,942041,2,2,4,True,801792,9,19,21,False,-1,COL2
140269,962041,4,4,7,True,821772,9,2,4,False,1,COL1
140281,182041,7,7,4,True,41760,9,14,1,False,1,COL1
140297,792041,5,5,7,True,651744,9,30,19,False,-1,COL2
140333,333041,5,5,7,True,192708,9,29,4,False,-1,COL2
140381,183041,8,8,1,True,42660,9,3,2,False,-1,COL2
140419,914041,1,1,1,True,773622,9,4,30,False,1,COL1
140453,354041,8,8,1,True,213588,9,1,25,False,-1,COL2
140473,374041,1,1,1,True,233568,9,21,8,False,1,COL1
140527,725041,1,1,1,True,584514,9,1,26,False,1,COL1
140603,306041,5,5,7,True,165438,9,3,14,False,-1,COL2
140681,186041,2,2,4,True,45360,9,7,5,False,-1,COL2
140683,386041,4,4,7,True,245358,9,9,20,False,1,COL1
140759,957041,8,8,1,True,816282,9,11,36,False,-1,COL2
140867,768041,8,8,1,True,627174,9,8,32,False,-1,COL2
140869,968041,1,1,1,True,827172,9,10,10,True,1,COL1
140983,389041,7,7,4,True,248058,9,13,23,False,1,COL1
141023,320141,2,2,4,True,179118,9,16,17,False,-1,COL2
141061,160141,4,4,7,True,19080,9,17,5,False,1,COL1
141067,760141,1,1,1,True,619074,9,23,13,False,1,COL1
141157,751141,1,1,1,True,609984,9,2,4,False,1,COL1
141161,161141,5,5,7,True,19980,9,6,6,True,-1,COL2
141179,971141,5,5,7,True,829962,9,24,2,False,-1,COL2
141181,181141,7,7,4,True,39960,9,26,26,True,1,COL1
141209,902141,8,8,1,True,760932,9,17,7,False,-1,COL2
141307,703141,7,7,4,True,561834,9,4,30,False,1,COL1
141371,173141,8,8,1,True,31770,9,31,18,False,-1,COL2
141497,794141,8,8,1,True,652644,9,9,10,False,-1,COL2
141499,994141,1,1,1,True,852642,9,11,25,False,1,COL1
141619,916141,4,4,7,True,774522,9,20,21,False,1,COL1
141623,326141,8,8,1,True,184518,9,24,23,False,-1,COL2
141653,356141,2,2,4,True,214488,9,17,16,False,-1,COL2
141697,796141,1,1,1,True,654444,9,24,12,False,1,COL1
141709,907141,4,4,7,True,765432,9,36,12,False,1,COL1
141719,917141,5,5,7,True,775422,9,9,22,False,-1,COL2
141803,308141,8,8,1,True,166338,9,19,5,False,-1,COL2
141829,928141,7,7,4,True,786312,9,8,33,False,1,COL1
141833,338141,2,2,4,True,196308,9,12,35,False,-1,COL2
141851,158141,2,2,4,True,16290,9,30,3,False,-1,COL2
141863,368141,5,5,7,True,226278,9,5,28,False,-1,COL2
141871,178141,4,4,7,True,36270,9,13,23,False,1,COL1
141907,709141,4,4,7,True,567234,9,12,36,False,1,COL1
142007,700241,5,5,7,True,558234,9,1,16,False,-1,COL2
142049,940241,2,2,4,True,798192,9,6,34,False,-1,COL2
142067,760241,2,2,4,True,618174,9,24,2,False,-1,COL2
142097,790241,5,5,7,True,648144,9,17,32,False,-1,COL2
142151,151241,5,5,7,True,9090,9,34,22,False,-1,COL2
142169,961241,5,5,7,True,819072,9,15,18,False,-1,COL2
142189,981241,7,7,4,True,839052,9,35,1,False,1,COL1
142297,792241,7,7,4,True,649944,9,32,34,False,1,COL1
142369,963241,7,7,4,True,820872,9,30,20,False,1,COL1
142529,925241,5,5,7,True,782712,9,5,19,False,-1,COL2
142567,765241,7,7,4,True,622674,9,6,7,False,1,COL1
142591,195241,4,4,7,True,52650,9,30,29,False,1,COL1
142673,376241,5,5,7,True,233568,9,1,25,False,-1,COL2
142757,757241,8,8,1,True,614484,9,11,36,False,-1,COL2
142759,957241,1,1,1,True,814482,9,13,14,False,1,COL1
142867,768241,1,1,1,True,625374,9,10,10,True,1,COL1
142873,378241,7,7,4,True,235368,9,16,27,False,1,COL1
142903,309241,1,1,1,True,166338,9,9,32,False,1,COL1
142949,949241,2,2,4,True,806292,9,18,6,False,-1,COL2
142993,399241,1,1,1,True,256248,9,25,11,False,1,COL1
143107,701341,7,7,4,True,558234,9,28,6,False,1,COL1
143113,311341,4,4,7,True,168228,9,34,23,False,1,COL1
143159,951341,5,5,7,True,808182,9,6,34,False,-1,COL2
143239,932341,4,4,7,True,789102,9,12,15,False,1,COL1
143243,342341,8,8,1,True,199098,9,16,17,False,-1,COL2
143249,942341,5,5,7,True,799092,9,22,25,False,-1,COL2
143281,182341,1,1,1,True,39060,9,17,5,False,1,COL1
143291,192341,2,2,4,True,49050,9,27,15,False,-1,COL2
143329,923341,4,4,7,True,780012,9,28,6,False,1,COL1
143333,333341,8,8,1,True,190008,9,32,8,False,-1,COL2
143357,753341,5,5,7,True,609984,9,19,21,False,-1,COL2
143461,164341,1,1,1,True,20880,9,12,24,False,1,COL1
143467,764341,7,7,4,True,620874,9,18,32,False,1,COL1
143489,984341,2,2,4,True,840852,9,3,30,False,-1,COL2
143527,725341,4,4,7,True,581814,9,4,30,False,1,COL1
143537,735341,5,5,7,True,591804,9,14,3,False,-1,COL2
143573,375341,5,5,7,True,231768,9,13,13,True,-1,COL2
143743,347341,4,4,7,True,203598,9,35,22,False,1,COL1
143791,197341,7,7,4,True,53550,9,9,20,False,1,COL1
143833,338341,4,4,7,True,194508,9,14,13,False,1,COL1
143909,909341,8,8,1,True,765432,9,16,29,False,-1,COL2
143977,779341,4,4,7,True,635364,9,10,10,True,1,COL1
144061,160441,7,7,4,True,16380,9,20,9,False,1,COL1
144071,170441,8,8,1,True,26370,9,30,19,False,-1,COL2
144073,370441,1,1,1,True,226368,9,32,34,False,1,COL1
144163,361441,1,1,1,True,217278,9,11,25,False,1,COL1
144167,761441,5,5,7,True,617274,9,15,18,False,-1,COL2
144253,352441,1,1,1,True,208188,9,27,16,False,1,COL1
144271,172441,1,1,1,True,28170,9,8,21,False,1,COL1
144299,992441,2,2,4,True,848142,9,36,27,False,-1,COL2
144307,703441,1,1,1,True,559134,9,7,34,False,1,COL1
144323,323441,8,8,1,True,179118,9,23,24,False,-1,COL2
144407,704441,2,2,4,True,560034,9,33,35,False,-1,COL2
144409,904441,4,4,7,True,760032,9,35,13,False,1,COL1
144413,314441,8,8,1,True,170028,9,2,15,False,-1,COL2
144427,724441,4,4,7,True,580014,9,16,18,False,1,COL1
144439,934441,7,7,4,True,790002,9,28,6,False,1,COL1
144481,184441,4,4,7,True,39960,9,33,33,True,1,COL1
144541,145441,1,1,1,True,900,9,19,31,False,1,COL1
144563,365441,5,5,7,True,220878,9,4,29,False,-1,COL2
144577,775441,1,1,1,True,630864,9,18,32,False,1,COL1
144791,197441,8,8,1,True,52650,9,10,9,False,-1,COL2
144847,748441,1,1,1,True,603594,9,29,5,False,1,COL1
144917,719441,8,8,1,True,574524,9,25,13,False,-1,COL2
144941,149441,5,5,7,True,4500,9,12,35,False,-1,COL2
144973,379441,1,1,1,True,234468,9,7,6,False,1,COL1
145043,340541,8,8,1,True,195498,9,3,30,False,-1,COL2
145063,360541,1,1,1,True,215478,9,23,13,False,1,COL1
145259,952541,8,8,1,True,807282,9,34,13,False,-1,COL2
145283,382541,5,5,7,True,237258,9,21,35,False,-1,COL2
145349,943541,8,8,1,True,798192,9,13,4,False,-1,COL2
145391,193541,5,5,7,True,48150,9,18,31,False,-1,COL2
145399,993541,4,4,7,True,848142,9,26,17,False,1,COL1
145433,334541,2,2,4,True,189108,9,23,24,False,-1,COL2
145463,364541,5,5,7,True,219078,9,16,17,False,-1,COL2
145477,774541,1,1,1,True,629064,9,30,20,False,1,COL1
145487,784541,2,2,4,True,639054,9,3,30,False,-1,COL2
145603,306541,1,1,1,True,160938,9,8,33,False,1,COL1
145661,166541,5,5,7,True,20880,9,29,4,False,-1,COL2
145777,777541,4,4,7,True,631764,9,34,23,False,1,COL1
145799,997541,8,8,1,True,851742,9,19,21,False,-1,COL2
145861,168541,7,7,4,True,22680,9,7,6,False,1,COL1
145879,978541,7,7,4,True,832662,9,25,2,False,1,COL1
145903,309541,4,4,7,True,163638,9,12,36,False,1,COL1
145967,769541,5,5,7,True,623574,9,2,15,False,-1,COL2
146033,330641,8,8,1,True,184608,9,31,9,False,-1,COL2
146057,750641,5,5,7,True,604584,9,18,22,False,-1,COL2
146077,770641,7,7,4,True,624564,9,1,5,False,1,COL1
146161,161641,1,1,1,True,15480,9,11,25,False,1,COL1
146297,792641,2,2,4,True,646344,9,36,27,False,-1,COL2
146309,903641,5,5,7,True,757332,9,11,27,False,-1,COL2
146323,323641,1,1,1,True,177318,9,25,2,False,1,COL1
146423,324641,2,2,4,True,178218,9,14,3,False,-1,COL2
146519,915641,8,8,1,True,769122,9,36,2,False,-1,COL2
146563,365641,7,7,4,True,219078,9,6,7,False,1,COL1
146581,185641,7,7,4,True,39060,9,24,12,False,1,COL1
146609,906641,8,8,1,True,760032,9,15,30,False,-1,COL2
146683,386641,1,1,1,True,239958,9,15,28,False,1,COL1
146719,917641,1,1,1,True,770922,9,14,4,False,1,COL1
146749,947641,4,4,7,True,800892,9,7,34,False,1,COL1
146777,777641,5,5,7,True,630864,9,35,12,False,-1,COL2
146807,708641,8,8,1,True,561834,9,28,17,False,-1,COL2
146819,918641,2,2,4,True,771822,9,3,5,False,-1,COL2
146891,198641,2,2,4,True,51750,9,1,25,False,-1,COL2
146953,359641,1,1,1,True,212688,9,26,1,False,1,COL1
146989,989641,1,1,1,True,842652,9,25,2,False,1,COL1
147029,920741,5,5,7,True,773712,9,28,33,False,-1,COL2
147107,701741,2,2,4,True,554634,9,32,36,False,-1,COL2
147137,731741,5,5,7,True,584604,9,25,29,False,-1,COL2
147229,922741,7,7,4,True,775512,9,6,35,False,1,COL1
147253,352741,4,4,7,True,205488,9,30,20,False,1,COL1
147263,362741,5,5,7,True,215478,9,3,30,False,-1,COL2
147289,982741,4,4,7,True,835452,9,29,21,False,1,COL1
147293,392741,8,8,1,True,245448,9,33,23,False,-1,COL2
147391,193741,7,7,4,True,46350,9,20,9,False,1,COL1
147503,305741,2,2,4,True,158238,9,21,10,False,-1,COL2
147547,745741,1,1,1,True,598194,9,28,6,False,1,COL1
147551,155741,5,5,7,True,8190,9,32,8,False,-1,COL2
147583,385741,1,1,1,True,238158,9,27,16,False,1,COL1
147617,716741,8,8,1,True,569124,9,24,14,False,-1,COL2
147629,926741,2,2,4,True,779112,9,36,2,False,-1,COL2
147661,166741,7,7,4,True,19080,9,31,19,False,1,COL1
147671,176741,8,8,1,True,29070,9,4,29,False,-1,COL2
147799,997741,1,1,1,True,849942,9,21,36,False,1,COL1
147997,799741,1,1,1,True,651744,9,34,23,False,1,COL1
148061,160841,2,2,4,True,12780,9,24,2,False,-1,COL2
