p,rev_p,dr_p,dr_revp,product_dr,product_in_col1,diff,diff_dr,p_mod37,revp_mod37,same_mod37,chi_p,col_p
372797,797273,8,8,1,True,424476,9,22,34,False,-1,COL2
372829,928273,4,4,7,True,555444,9,17,17,True,1,COL1
372847,748273,4,4,7,True,375426,9,35,22,False,1,COL1
372973,379273,4,4,7,True,6300,9,13,23,False,1,COL1
372979,979273,1,1,1,True,606294,9,19,31,False,1,COL1
373183,381373,7,7,4,True,8190,9,1,14,False,1,COL1
373193,391373,8,8,1,True,18180,9,11,24,False,-1,COL2
373349,943373,2,2,4,True,570024,9,19,21,False,-1,COL2
373357,753373,1,1,1,True,380016,9,27,16,False,1,COL1
373379,973373,5,5,7,True,599994,9,12,14,False,-1,COL2
373393,393373,1,1,1,True,19980,9,26,26,True,1,COL1
373487,784373,5,5,7,True,410886,9,9,10,False,-1,COL2
373517,715373,8,8,1,True,341856,9,2,15,False,-1,COL2
373657,756373,4,4,7,True,382716,9,31,19,False,1,COL1
373669,966373,7,7,4,True,592704,9,6,7,False,1,COL1
373693,396373,4,4,7,True,22680,9,30,29,False,1,COL1
373777,777373,7,7,4,True,403596,9,3,3,True,1,COL1
373837,738373,4,4,7,True,364536,9,26,1,False,1,COL1
373937,739373,5,5,7,True,365436,9,15,2,False,-1,COL2
374029,920473,7,7,4,True,546444,9,33,24,False,1,COL1
374047,740473,7,7,4,True,366426,9,14,29,False,1,COL1
374177,771473,2,2,4,True,397296,9,33,23,False,-1,COL2
374189,981473,5,5,7,True,607284,9,8,11,False,-1,COL2
374239,932473,1,1,1,True,558234,9,21,36,False,1,COL1
374287,782473,4,4,7,True,408186,9,32,34,False,1,COL1
374293,392473,1,1,1,True,18180,9,1,14,False,1,COL1
374359,953473,4,4,7,True,579114,9,30,20,False,1,COL1
374483,384473,2,2,4,True,9990,9,6,6,True,-1,COL2
374537,735473,2,2,4,True,360936,9,23,24,False,-1,COL2
374557,755473,4,4,7,True,380916,9,6,7,False,1,COL1
374789,987473,2,2,4,True,612684,9,16,17,False,-1,COL2
374797,797473,1,1,1,True,422676,9,24,12,False,1,COL1
374807,708473,2,2,4,True,333666,9,34,34,True,-1,COL2
374879,978473,2,2,4,True,603594,9,32,8,False,-1,COL2
374893,398473,7,7,4,True,23580,9,9,20,False,1,COL1
374987,789473,2,2,4,True,414486,9,29,4,False,-1,COL2
374993,399473,8,8,1,True,24480,9,35,21,False,-1,COL2
375017,710573,5,5,7,True,335556,9,22,25,False,-1,COL2
375049,940573,1,1,1,True,565524,9,17,33,False,1,COL1
375149,941573,2,2,4,True,566424,9,6,34,False,-1,COL2
375259,952573,4,4,7,True,577314,9,5,8,False,1,COL1
375367,763573,4,4,7,True,388206,9,2,4,False,1,COL1
375457,754573,4,4,7,True,379116,9,18,32,False,1,COL1
375673,376573,4,4,7,True,900,9,12,24,False,1,COL1
375707,707573,2,2,4,True,331866,9,9,22,False,-1,COL2
375787,787573,1,1,1,True,411786,9,15,28,False,1,COL1
375799,997573,4,4,7,True,621774,9,27,16,False,1,COL1
375857,758573,8,8,1,True,382716,9,11,36,False,-1,COL2
375997,799573,4,4,7,True,423576,9,3,3,True,1,COL1
376009,900673,7,7,4,True,524664,9,15,19,False,1,COL1
376099,990673,7,7,4,True,614574,9,31,35,False,1,COL1
376183,381673,1,1,1,True,5490,9,4,18,False,1,COL1
376237,732673,1,1,1,True,356436,9,21,36,False,1,COL1
376307,703673,8,8,1,True,327366,9,17,7,False,-1,COL2
376417,714673,1,1,1,True,338256,9,16,18,False,1,COL1
376483,384673,4,4,7,True,8190,9,8,21,False,1,COL1
376547,745673,5,5,7,True,369126,9,35,12,False,-1,COL2
376609,906673,4,4,7,True,530064,9,23,25,False,1,COL1
376639,936673,7,7,4,True,560034,9,16,18,False,1,COL1
376657,756673,7,7,4,True,380016,9,34,23,False,1,COL1
376687,786673,1,1,1,True,409986,9,27,16,False,1,COL1
376793,397673,8,8,1,True,20880,9,22,34,False,-1,COL2
376949,949673,2,2,4,True,572724,9,30,31,False,-1,COL2
377197,791773,7,7,4,True,414576,9,19,10,False,1,COL1
377219,912773,2,2,4,True,535554,9,4,20,False,-1,COL2
377329,923773,4,4,7,True,546444,9,3,31,False,1,COL1
377477,774773,8,8,1,True,397296,9,3,30,False,-1,COL2
377737,737773,7,7,4,True,360036,9,4,30,False,1,COL1
377749,947773,1,1,1,True,570024,9,16,18,False,1,COL1
377999,999773,8,8,1,True,621774,9,7,33,False,-1,COL2
378193,391873,4,4,7,True,13680,9,16,6,False,1,COL1
378283,382873,4,4,7,True,4590,9,32,34,False,1,COL1
378317,713873,2,2,4,True,335556,9,29,32,False,-1,COL2
378449,944873,8,8,1,True,566424,9,13,4,False,-1,COL2
378593,395873,8,8,1,True,17280,9,9,10,False,-1,COL2
378667,766873,1,1,1,True,388206,9,9,11,False,1,COL1
378977,779873,5,5,7,True,400896,9,23,24,False,-1,COL2
378997,799873,7,7,4,True,420876,9,6,7,False,1,COL1
379009,900973,1,1,1,True,521964,9,18,23,False,1,COL1
379039,930973,4,4,7,True,551934,9,11,16,False,1,COL1
379087,780973,7,7,4,True,401886,9,22,14,False,1,COL1
379147,741973,4,4,7,True,362826,9,8,12,False,1,COL1
379177,771973,7,7,4,True,392796,9,1,5,False,1,COL1
379187,781973,8,8,1,True,402786,9,11,15,False,-1,COL2
379199,991973,2,2,4,True,612774,9,23,3,False,-1,COL2
379289,982973,2,2,4,True,603684,9,2,31,False,-1,COL2
379369,963973,1,1,1,True,584604,9,8,12,False,1,COL1
379459,954973,1,1,1,True,575514,9,24,3,False,1,COL1
379607,706973,5,5,7,True,327366,9,24,14,False,-1,COL2
379699,996973,7,7,4,True,617274,9,5,8,False,1,COL1
379787,787973,5,5,7,True,408186,9,19,21,False,-1,COL2
379817,718973,8,8,1,True,339156,9,12,26,False,-1,COL2
379849,948973,4,4,7,True,569124,9,7,34,False,1,COL1
379859,958973,5,5,7,True,579114,9,17,7,False,-1,COL2
379909,909973,1,1,1,True,530064,9,30,32,False,1,COL1
380059,950083,7,7,4,True,570024,9,32,34,False,1,COL1
380287,782083,1,1,1,True,401796,9,1,14,False,1,COL1
380377,773083,1,1,1,True,392706,9,17,5,False,1,COL1
380383,383083,7,7,4,True,2700,9,23,22,False,1,COL1
380447,744083,8,8,1,True,363636,9,13,13,True,-1,COL2
380729,927083,2,2,4,True,546354,9,36,11,False,-1,COL2
380837,738083,2,2,4,True,357246,9,33,7,False,-1,COL2
380839,938083,4,4,7,True,557244,9,35,22,False,1,COL1
380929,929083,4,4,7,True,548154,9,14,13,False,1,COL1
380983,389083,4,4,7,True,8100,9,31,28,False,1,COL1
381077,770183,8,8,1,True,389106,9,14,28,False,-1,COL2
381167,761183,8,8,1,True,380016,9,30,19,False,-1,COL2
381169,961183,1,1,1,True,580014,9,32,34,False,1,COL1
381287,782183,2,2,4,True,400896,9,2,3,False,-1,COL2
381289,982183,4,4,7,True,600894,9,4,18,False,1,COL1
381319,913183,7,7,4,True,531864,9,34,23,False,1,COL1
381487,784183,4,4,7,True,402696,9,17,5,False,1,COL1
381559,955183,4,4,7,True,573624,9,15,28,False,1,COL1
381607,706183,7,7,4,True,324576,9,26,1,False,1,COL1
381629,926183,2,2,4,True,544554,9,11,36,False,-1,COL2
381737,737183,2,2,4,True,355446,9,8,32,False,-1,COL2
381749,947183,5,5,7,True,565434,9,20,20,True,-1,COL2
381793,397183,4,4,7,True,15390,9,27,25,False,1,COL1
381817,718183,1,1,1,True,336366,9,14,13,False,1,COL1
381859,958183,7,7,4,True,576324,9,19,31,False,1,COL1
381917,719183,2,2,4,True,337266,9,3,14,False,-1,COL2
381937,739183,4,4,7,True,357246,9,23,34,False,1,COL1
382037,730283,5,5,7,True,348246,9,12,14,False,-1,COL2
382189,981283,4,4,7,True,599094,9,16,6,False,1,COL1
382229,922283,8,8,1,True,540054,9,19,21,False,-1,COL2
382429,924283,1,1,1,True,541854,9,34,23,False,1,COL1
382457,754283,2,2,4,True,371826,9,25,1,False,-1,COL2
382519,915283,1,1,1,True,532764,9,13,14,False,1,COL1
382567,765283,4,4,7,True,382716,9,24,12,False,1,COL1
382747,747283,4,4,7,True,364536,9,19,31,False,1,COL1
382807,708283,1,1,1,True,325476,9,5,29,False,1,COL1
382847,748283,5,5,7,True,365436,9,8,32,False,-1,COL2
382979,979283,2,2,4,True,596304,9,29,4,False,-1,COL2
383069,960383,2,2,4,True,577314,9,8,11,False,-1,COL2
383099,990383,5,5,7,True,607284,9,1,4,False,-1,COL2
383107,701383,4,4,7,True,318276,9,9,11,False,1,COL1
383297,792383,5,5,7,True,409086,9,14,28,False,-1,COL2
383393,393383,2,2,4,True,9990,9,36,36,True,-1,COL2
383429,924383,2,2,4,True,540954,9,35,12,False,-1,COL2
383483,384383,2,2,4,True,900,9,15,27,False,-1,COL2
383489,984383,8,8,1,True,600894,9,21,35,False,-1,COL2
383609,906383,2,2,4,True,522774,9,30,31,False,-1,COL2
383659,956383,7,7,4,True,572724,9,6,7,False,1,COL1
383683,386383,4,4,7,True,2700,9,30,29,False,1,COL1
383777,777383,8,8,1,True,393606,9,13,13,True,-1,COL2
383797,797383,1,1,1,True,413586,9,33,33,True,1,COL1
383837,738383,5,5,7,True,354546,9,36,11,False,-1,COL2
383909,909383,5,5,7,True,525474,9,34,34,True,-1,COL2
384017,710483,5,5,7,True,326466,9,31,9,False,-1,COL2
384049,940483,1,1,1,True,556434,9,26,17,False,1,COL1
384187,781483,4,4,7,True,397296,9,16,6,False,1,COL1
384257,752483,2,2,4,True,368226,9,12,14,False,-1,COL2
384359,953483,5,5,7,True,569124,9,3,30,False,-1,COL2
384497,794483,8,8,1,True,409986,9,30,19,False,-1,COL2
384589,985483,1,1,1,True,600894,9,11,25,False,1,COL1
384737,737483,5,5,7,True,352746,9,11,36,False,-1,COL2
384889,988483,4,4,7,True,603594,9,15,28,False,1,COL1
385039,930583,1,1,1,True,545544,9,17,33,False,1,COL1
385079,970583,5,5,7,True,585504,9,20,36,False,-1,COL2
385087,780583,4,4,7,True,395496,9,28,31,False,1,COL1
385159,951583,4,4,7,True,566424,9,26,17,False,1,COL1
385249,942583,4,4,7,True,557334,9,5,8,False,1,COL1
385267,762583,4,4,7,True,377316,9,23,13,False,1,COL1
385393,393583,4,4,7,True,8190,9,1,14,False,1,COL1
385709,907583,5,5,7,True,521874,9,21,10,False,-1,COL2
385837,738583,7,7,4,True,352746,9,1,26,False,1,COL1
386017,710683,7,7,4,True,324666,9,33,24,False,1,COL1
386119,911683,1,1,1,True,525564,9,24,3,False,1,COL1
386149,941683,4,4,7,True,555534,9,17,33,False,1,COL1
386279,972683,8,8,1,True,586404,9,36,27,False,-1,COL2
386429,924683,5,5,7,True,538254,9,1,16,False,-1,COL2
386677,776683,1,1,1,True,390006,9,27,16,False,1,COL1
386777,777683,2,2,4,True,390906,9,16,17,False,-1,COL2
386987,789683,5,5,7,True,402696,9,4,29,False,-1,COL2
387169,961783,7,7,4,True,574614,9,1,5,False,1,COL1
387197,791783,8,8,1,True,404586,9,29,20,False,-1,COL2
387227,722783,2,2,4,True,335556,9,22,25,False,-1,COL2
387269,962783,8,8,1,True,575514,9,27,6,False,-1,COL2
387509,905783,5,5,7,True,518274,9,8,23,False,-1,COL2
387529,925783,7,7,4,True,538254,9,28,6,False,1,COL1
387749,947783,2,2,4,True,560034,9,26,28,False,-1,COL2
387799,997783,7,7,4,True,609984,9,2,4,False,1,COL1
387857,758783,2,2,4,True,370926,9,23,24,False,-1,COL2
388187,781883,8,8,1,True,393696,9,20,36,False,-1,COL2
388259,952883,8,8,1,True,564624,9,18,22,False,-1,COL2
388693,396883,1,1,1,True,8190,9,8,21,False,1,COL1
388699,996883,7,7,4,True,608184,9,14,29,False,1,COL1
388859,958883,5,5,7,True,570024,9,26,28,False,-1,COL2
388879,978883,7,7,4,True,590004,9,9,11,False,1,COL1
389027,720983,2,2,4,True,331956,9,9,1,False,-1,COL2
389057,750983,5,5,7,True,361926,9,2,31,False,-1,COL2
389117,711983,2,2,4,True,322866,9,25,29,False,-1,COL2
389167,761983,7,7,4,True,372816,9,1,5,False,1,COL1
389189,981983,2,2,4,True,592794,9,23,3,False,-1,COL2
389227,722983,4,4,7,True,333756,9,24,3,False,1,COL1
389287,782983,1,1,1,True,393696,9,10,26,False,1,COL1
389297,792983,2,2,4,True,403686,9,20,36,False,-1,COL2
389299,992983,4,4,7,True,603684,9,22,14,False,1,COL1
389357,753983,8,8,1,True,364626,9,6,34,False,-1,COL2
389399,993983,5,5,7,True,604584,9,11,15,False,-1,COL2
389479,974983,4,4,7,True,585504,9,17,33,False,1,COL1
389527,725983,7,7,4,True,336456,9,28,6,False,1,COL1
389567,765983,2,2,4,True,376416,9,31,9,False,-1,COL2
389569,965983,4,4,7,True,576414,9,33,24,False,1,COL1
389629,926983,1,1,1,True,537354,9,19,22,False,1,COL1
389687,786983,5,5,7,True,397296,9,3,30,False,-1,COL2
389839,938983,4,4,7,True,549144,9,7,34,False,1,COL1
389867,768983,5,5,7,True,379116,9,35,12,False,-1,COL2
389999,999983,2,2,4,True,609984,9,19,21,False,-1,COL2
390067,760093,7,7,4,True,370026,9,13,2,False,1,COL1
390097,790093,1,1,1,True,399996,9,6,32,False,1,COL1
390109,901093,4,4,7,True,510984,9,18,32,False,1,COL1
390359,953093,2,2,4,True,562734,9,9,10,False,-1,COL2
390367,763093,1,1,1,True,372726,9,17,5,False,1,COL1
390499,994093,7,7,4,True,603594,9,1,14,False,1,COL1
390539,935093,2,2,4,True,544554,9,4,29,False,-1,COL2
390889,988093,1,1,1,True,597204,9,21,8,False,1,COL1
390959,959093,8,8,1,True,568134,9,17,16,False,-1,COL2
391159,951193,1,1,1,True,560034,9,32,34,False,1,COL1
391219,912193,7,7,4,True,520974,9,18,32,False,1,COL1
391247,742193,8,8,1,True,350946,9,9,10,False,-1,COL2
391387,783193,4,4,7,True,391806,9,1,14,False,1,COL1
391537,735193,1,1,1,True,343656,9,3,3,True,1,COL1
391579,975193,7,7,4,True,583614,9,8,21,False,1,COL1
391679,976193,8,8,1,True,584514,9,34,22,False,-1,COL2
391789,987193,1,1,1,True,595404,9,33,33,True,1,COL1
391939,939193,7,7,4,True,547254,9,35,22,False,1,COL1
392069,960293,2,2,4,True,568224,9,17,32,False,-1,COL2
392099,990293,5,5,7,True,598194,9,10,25,False,-1,COL2
392177,771293,2,2,4,True,379116,9,14,28,False,-1,COL2
392297,792293,5,5,7,True,399996,9,23,12,False,-1,COL2
392339,933293,2,2,4,True,540954,9,28,5,False,-1,COL2
392467,764293,4,4,7,True,371826,9,8,21,False,1,COL1
392549,945293,5,5,7,True,552744,9,16,17,False,-1,COL2
392593,395293,4,4,7,True,2700,9,23,22,False,1,COL1
392629,926293,4,4,7,True,533664,9,22,35,False,1,COL1
392669,966293,8,8,1,True,573624,9,25,1,False,-1,COL2
392699,996293,2,2,4,True,603594,9,18,31,False,-1,COL2
392737,737293,4,4,7,True,344556,9,19,31,False,1,COL1
392767,767293,7,7,4,True,374526,9,12,24,False,1,COL1
392807,708293,2,2,4,True,315486,9,15,2,False,-1,COL2
392827,728293,4,4,7,True,335466,9,35,22,False,1,COL1
392849,948293,8,8,1,True,555444,9,20,20,True,-1,COL2
392927,729293,5,5,7,True,336366,9,24,23,False,-1,COL2
392929,929293,7,7,4,True,536364,9,26,1,False,1,COL1
392957,759293,8,8,1,True,366336,9,17,16,False,-1,COL2
393007,700393,4,4,7,True,307386,9,30,20,False,1,COL1
393059,950393,2,2,4,True,557334,9,8,11,False,-1,COL2
393247,742393,1,1,1,True,349146,9,11,25,False,1,COL1
393287,782393,5,5,7,True,389106,9,14,28,False,-1,COL2
393299,992393,8,8,1,True,599094,9,26,16,False,-1,COL2
393377,773393,5,5,7,True,380016,9,30,19,False,-1,COL2
393539,935393,5,5,7,True,541854,9,7,33,False,-1,COL2
393557,755393,5,5,7,True,361836,9,25,1,False,-1,COL2
393577,775393,7,7,4,True,381816,9,8,21,False,1,COL1
393667,766393,7,7,4,True,372726,9,24,12,False,1,COL1
393709,907393,4,4,7,True,513684,9,29,5,False,1,COL1
393857,758393,8,8,1,True,364536,9,29,4,False,-1,COL2
393859,958393,1,1,1,True,564534,9,31,19,False,1,COL1
393919,919393,7,7,4,True,525474,9,17,17,True,1,COL1
393929,929393,8,8,1,True,535464,9,27,27,True,-1,COL2
393947,749393,8,8,1,True,355446,9,8,32,False,-1,COL2
394187,781493,5,5,7,True,387306,9,26,16,False,-1,COL2
394327,723493,1,1,1,True,329166,9,18,32,False,1,COL1
394367,763493,5,5,7,True,369126,9,21,35,False,-1,COL2
394507,705493,1,1,1,True,310986,9,13,14,False,1,COL1
394579,975493,1,1,1,True,580914,9,11,25,False,1,COL1
394747,747493,7,7,4,True,352746,9,31,19,False,1,COL1
394817,718493,5,5,7,True,323676,9,27,27,True,-1,COL2
394987,789493,4,4,7,True,394506,9,12,24,False,1,COL1
394993,399493,1,1,1,True,4500,9,18,4,False,1,COL1
395039,930593,2,2,4,True,535554,9,27,6,False,-1,COL2
395069,960593,5,5,7,True,565524,9,20,36,False,-1,COL2
395089,980593,7,7,4,True,585504,9,3,19,False,1,COL1
395107,701593,7,7,4,True,306486,9,21,36,False,1,COL1
395119,911593,1,1,1,True,516474,9,33,24,False,1,COL1
395137,731593,1,1,1,True,336456,9,14,29,False,1,COL1
395147,741593,2,2,4,True,346446,9,24,2,False,-1,COL2
395407,704593,1,1,1,True,309186,9,25,2,False,1,COL1
395657,756593,8,8,1,True,360936,9,16,17,False,-1,COL2
395719,917593,7,7,4,True,521874,9,4,30,False,1,COL1
395737,737593,7,7,4,True,341856,9,22,35,False,1,COL1
395849,948593,2,2,4,True,552744,9,23,24,False,-1,COL2
396199,991693,1,1,1,True,595494,9,3,19,False,1,COL1
396217,712693,1,1,1,True,316476,9,21,36,False,1,COL1
396349,943693,7,7,4,True,547344,9,5,8,False,1,COL1
396377,773693,8,8,1,True,377316,9,33,23,False,-1,COL2
396437,734693,5,5,7,True,338256,9,19,21,False,-1,COL2
396509,905693,5,5,7,True,509184,9,17,7,False,-1,COL2
396709,907693,7,7,4,True,510984,9,32,9,False,1,COL1
396919,919693,1,1,1,True,522774,9,20,21,False,1,COL1
396937,739693,1,1,1,True,342756,9,1,26,False,1,COL1
397027,720793,1,1,1,True,323766,9,17,33,False,1,COL1
397127,721793,2,2,4,True,324666,9,6,34,False,-1,COL2
397297,792793,1,1,1,True,395496,9,28,31,False,1,COL1
397337,733793,5,5,7,True,336456,9,31,9,False,-1,COL2
397357,753793,7,7,4,True,356436,9,14,29,False,1,COL1
397429,924793,7,7,4,True,527364,9,12,15,False,1,COL1
397469,964793,2,2,4,True,567324,9,15,18,False,-1,COL2
397597,795793,4,4,7,True,398196,9,32,34,False,1,COL1
397757,757793,2,2,4,True,360036,9,7,33,False,-1,COL2
397799,997793,8,8,1,True,599994,9,12,14,False,-1,COL2
397829,928793,2,2,4,True,530964,9,5,19,False,-1,COL2
397867,768793,4,4,7,True,370926,9,6,7,False,1,COL1
397939,939793,4,4,7,True,541854,9,4,30,False,1,COL1
398119,911893,4,4,7,True,513774,9,36,28,False,1,COL1
398207,702893,2,2,4,True,304686,9,13,4,False,-1,COL2
398267,762893,8,8,1,True,364626,9,36,27,False,-1,COL2
398339,933893,8,8,1,True,535554,9,34,13,False,-1,COL2
398417,714893,5,5,7,True,316476,9,1,16,False,-1,COL2
398467,764893,1,1,1,True,366426,9,14,29,False,1,COL1
398569,965893,4,4,7,True,567324,9,5,8,False,1,COL1
398627,726893,8,8,1,True,328266,9,26,28,False,-1,COL2
398669,966893,5,5,7,True,568224,9,31,9,False,-1,COL2
398857,758893,4,4,7,True,360036,9,34,23,False,1,COL1
398917,719893,1,1,1,True,320976,9,20,21,False,1,COL1
399059,950993,8,8,1,True,551934,9,14,19,False,-1,COL2
399067,760993,7,7,4,True,361926,9,22,14,False,1,COL1
399197,791993,2,2,4,True,392796,9,4,8,False,-1,COL2
399389,983993,5,5,7,True,584604,9,11,15,False,-1,COL2
399527,725993,8,8,1,True,326466,9,1,16,False,-1,COL2
399719,917993,2,2,4,True,518274,9,8,23,False,-1,COL2
399757,757993,4,4,7,True,358236,9,9,11,False,1,COL1
399787,787993,7,7,4,True,388206,9,2,4,False,1,COL1
399887,788993,8,8,1,True,389106,9,28,5,False,-1,COL2
700027,720007,7,7,4,True,19980,9,24,24,True,1,COL1
700067,760007,2,2,4,True,59940,9,27,27,True,-1,COL2
700109,901007,8,8,1,True,200898,9,32,20,False,-1,COL2
700129,921007,1,1,1,True,220878,9,15,3,False,1,COL1
700387,783007,7,7,4,True,82620,9,14,13,False,1,COL1
700459,954007,7,7,4,True,253548,9,12,36,False,1,COL1
700577,775007,8,8,1,True,74430,9,19,5,False,-1,COL2
700597,795007,1,1,1,True,94410,9,2,25,False,1,COL1
700627,726007,4,4,7,True,25380,9,32,30,False,1,COL1
700639,936007,7,7,4,True,235368,9,7,18,False,1,COL1
700849,948007,1,1,1,True,247158,9,32,30,False,1,COL1
701089,980107,7,7,4,True,279018,9,13,14,False,1,COL1
701159,951107,5,5,7,True,249948,9,9,22,False,-1,COL2
701257,752107,4,4,7,True,50850,9,33,8,False,1,COL1
701329,923107,4,4,7,True,221778,9,31,31,True,1,COL1
701399,993107,2,2,4,True,291708,9,27,27,True,-1,COL2
701417,714107,2,2,4,True,12690,9,8,7,False,-1,COL2
701479,974107,1,1,1,True,272628,9,33,8,False,1,COL1
701609,906107,5,5,7,True,204498,9,15,14,False,-1,COL2
701627,726107,5,5,7,True,24480,9,33,19,False,-1,COL2
701837,738107,8,8,1,True,36270,9,21,31,False,-1,COL2
702017,710207,8,8,1,True,8190,9,16,29,False,-1,COL2
702077,770207,5,5,7,True,68130,9,2,15,False,-1,COL2
702127,721207,1,1,1,True,19080,9,15,3,False,1,COL1
702179,971207,8,8,1,True,269028,9,30,31,False,-1,COL2
702239,932207,5,5,7,True,229968,9,16,29,False,-1,COL2
702257,752207,5,5,7,True,49950,9,34,34,True,-1,COL2
702469,964207,1,1,1,True,261738,9,24,24,True,1,COL1
702497,794207,2,2,4,True,91710,9,15,2,False,-1,COL2
702587,785207,2,2,4,True,82620,9,31,30,False,-1,COL2
702607,706207,4,4,7,True,3600,9,14,25,False,1,COL1
702787,787207,4,4,7,True,84420,9,9,32,False,1,COL1
702827,728207,8,8,1,True,25380,9,12,10,False,-1,COL2
702847,748207,1,1,1,True,45360,9,32,30,False,1,COL1
703117,711307,1,1,1,True,8190,9,6,19,False,1,COL1
703127,721307,2,2,4,True,18180,9,16,29,False,-1,COL2
703349,943307,8,8,1,True,239958,9,16,29,False,-1,COL2
703357,753307,7,7,4,True,49950,9,24,24,True,1,COL1
703459,954307,1,1,1,True,250848,9,15,3,False,1,COL1
703489,984307,4,4,7,True,280818,9,8,33,False,1,COL1
703499,994307,5,5,7,True,290808,9,18,6,False,-1,COL2
703537,735307,7,7,4,True,31770,9,19,6,False,1,COL1
703559,955307,2,2,4,True,251748,9,4,4,True,-1,COL2
703679,976307,5,5,7,True,272628,9,13,25,False,-1,COL2
703907,709307,8,8,1,True,5400,9,19,17,False,-1,COL2
703949,949307,5,5,7,True,245358,9,24,35,False,-1,COL2
704027,720407,2,2,4,True,16380,9,28,17,False,-1,COL2
704029,920407,4,4,7,True,216378,9,30,32,False,1,COL1
704279,972407,2,2,4,True,268128,9,21,10,False,-1,COL2
704309,903407,5,5,7,True,199098,9,14,15,False,-1,COL2
704399,993407,5,5,7,True,289008,9,30,31,False,-1,COL2
704447,744407,8,8,1,True,39960,9,4,4,True,-1,COL2
704569,965407,4,4,7,True,260838,9,15,3,False,1,COL1
704687,786407,5,5,7,True,81720,9,22,9,False,-1,COL2
704719,917407,1,1,1,True,212688,9,17,29,False,1,COL1
704747,747407,2,2,4,True,42660,9,8,7,False,-1,COL2
704779,977407,7,7,4,True,272628,9,3,15,False,1,COL1
704849,948407,5,5,7,True,243558,9,36,23,False,-1,COL2
705119,911507,5,5,7,True,206388,9,10,12,False,-1,COL2
705169,961507,1,1,1,True,256338,9,23,25,False,1,COL1
705209,902507,5,5,7,True,197298,9,26,3,False,-1,COL2
705247,742507,7,7,4,True,37260,9,27,28,False,1,COL1
705259,952507,1,1,1,True,247248,9,2,16,False,1,COL1
705689,986507,8,8,1,True,280818,9,25,13,False,-1,COL2
705737,737507,2,2,4,True,31770,9,36,23,False,-1,COL2
705769,967507,7,7,4,True,261738,9,31,31,True,1,COL1
705779,977507,8,8,1,True,271728,9,4,4,True,-1,COL2
705937,739507,4,4,7,True,33570,9,14,25,False,1,COL1
705989,989507,2,2,4,True,283518,9,29,16,False,-1,COL2
706009,900607,4,4,7,True,194598,9,12,27,False,1,COL1
706049,940607,8,8,1,True,234558,9,15,30,False,-1,COL2
706067,760607,8,8,1,True,54540,9,33,35,False,-1,COL2
706309,903607,7,7,4,True,197298,9,16,30,False,1,COL1
706369,963607,4,4,7,True,257238,9,2,16,False,1,COL1
706679,976607,8,8,1,True,269928,9,16,29,False,-1,COL2
706757,757607,5,5,7,True,50850,9,20,32,False,-1,COL2
706829,928607,5,5,7,True,221778,9,18,18,True,-1,COL2
706907,709607,2,2,4,True,2700,9,22,21,False,-1,COL2
707029,920707,7,7,4,True,213678,9,33,36,False,1,COL1
707099,990707,5,5,7,True,283608,9,29,32,False,-1,COL2
707117,711707,5,5,7,True,4590,9,10,12,False,-1,COL2
707299,992707,7,7,4,True,285408,9,7,34,False,1,COL1
707359,953707,4,4,7,True,246348,9,30,32,False,1,COL1
707437,734707,1,1,1,True,27270,9,34,35,False,1,COL1
707627,726707,2,2,4,True,19080,9,2,27,False,-1,COL2
707689,986707,1,1,1,True,279018,9,27,28,False,1,COL1
707767,767707,7,7,4,True,59940,9,31,31,True,1,COL1
707849,948707,8,8,1,True,240858,9,2,27,False,-1,COL2
707857,758707,7,7,4,True,50850,9,10,22,False,1,COL1
707939,939707,8,8,1,True,231768,9,18,18,True,-1,COL2
708137,731807,8,8,1,True,23670,9,31,21,False,-1,COL2
708229,922807,1,1,1,True,214578,9,12,27,False,1,COL1
708269,962807,5,5,7,True,254538,9,15,30,False,-1,COL2
708437,734807,2,2,4,True,26370,9,35,24,False,-1,COL2
708527,725807,2,2,4,True,17280,9,14,15,False,-1,COL2
708559,955807,7,7,4,True,247248,9,9,23,False,1,COL1
708647,746807,5,5,7,True,38160,9,23,36,False,-1,COL2
708667,766807,7,7,4,True,58140,9,6,19,False,1,COL1
708839,938807,8,8,1,True,229968,9,30,6,False,-1,COL2
708859,958807,1,1,1,True,249948,9,13,26,False,1,COL1
708979,979807,4,4,7,True,270828,9,22,10,False,1,COL1
708997,799807,4,4,7,True,90810,9,3,15,False,1,COL1
709139,931907,2,2,4,True,222768,9,34,25,False,-1,COL2
709409,904907,2,2,4,True,195498,9,8,35,False,-1,COL2
709417,714907,1,1,1,True,5490,9,16,30,False,1,COL1
709879,978907,4,4,7,True,269028,9,34,35,False,1,COL1
709909,909907,7,7,4,True,199998,9,27,3,False,1,COL1
709927,729907,7,7,4,True,19980,9,8,8,True,1,COL1
710189,981017,8,8,1,True,270828,9,11,36,False,-1,COL2
710449,944017,7,7,4,True,233568,9,12,36,False,1,COL1
710519,915017,5,5,7,True,204498,9,8,7,False,-1,COL2
710839,938017,1,1,1,True,227178,9,32,30,False,1,COL1
710987,789017,5,5,7,True,78030,9,32,29,False,-1,COL2
711089,980117,8,8,1,True,269028,9,23,24,False,-1,COL2
711187,781117,7,7,4,True,69930,9,10,10,True,1,COL1
711259,952117,7,7,4,True,240858,9,8,33,False,1,COL1
711317,713117,2,2,4,True,1800,9,29,16,False,-1,COL2
